blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490532708031""","""St. George, UT""",1.00,887.00,270.00,930.58,53,66,51,27,34,26,26,31,24,8.55,2.48,2.23,2,2,24176,23979,24013,0,0,0,18439,18073,18353,13663,13335,13609,4767,4729,4735,8,8,8,8,8,8,2.1,1.3,0.29,4932,100,6620,45,39,1639,1722,,95,5
"""490532705021""","""St. George, UT""",1.00,2360.00,780.00,2063.06,53,66,51,28,35,27,25,31,24,8.23,3.11,2.17,2,2,23909,23712,23746,1,1,1,17989,17623,17903,13260,12932,13206,4715,4676,4683,15,15,15,14,14,14,1.9,0.6,0.38,5576,100,4085,47,46,1676,2161,,78,22
"""490532705022""","""St. George, UT""",1.00,1454.00,436.00,186.93,50,62,48,27,34,26,23,29,22,8.23,19.19,2.01,2,2,23110,22913,22947,0,0,0,16879,16513,16793,12313,11985,12259,4557,4518,4525,10,10,10,9,9,9,3.9,0.6,2.33,5631,100,4228,47,7,1615,1414,1940,62,38
"""490532705023""","""St. George, UT""",1.00,1942.00,583.00,369.99,53,66,51,28,35,27,25,30,24,8.70,13.71,2.16,2,2,23811,23614,23648,0,1,0,17923,17557,17837,13217,12889,13163,4695,4657,4663,11,11,11,10,10,10,3.5,0.5,1.58,5187,100,3720,47,9,1690,1640,2515,94,6
"""490532706011""","""St. George, UT""",1.00,2982.00,1032.00,422.78,55,68,52,32,40,30,23,28,22,6.70,16.36,2.03,2,2,20224,20027,20061,1,1,1,16457,16091,16371,12442,12114,12388,3988,3949,3956,27,28,28,25,26,26,4.9,2.0,2.44,9379,90,13498,45,7,1904,1962,1585,85,15
"""490532706012""","""St. George, UT""",1.00,2823.00,1008.00,232.13,47,58,45,26,32,25,21,26,20,6.26,27.18,1.85,2,2,19194,18997,19031,1,1,1,15115,14749,15029,11299,10971,11245,3785,3746,3753,31,32,31,29,30,29,5.7,1.5,4.34,9343,68,10740,46,10,1553,1829,1332,44,56
"""490532706013""","""St. George, UT""",1.00,823.00,430.00,214.14,46,57,44,24,30,23,23,28,22,5.90,11.85,2.01,2,2,20132,19935,19969,1,1,1,16304,15938,16219,12308,11980,12254,3970,3931,3938,26,27,27,24,25,25,5.2,2.6,2.01,7452,76,10983,44,9,1426,1429,1405,87,13
"""490532706014""","""St. George, UT""",1.00,673.00,335.00,199.84,60,74,57,37,47,36,23,28,22,5.80,9.72,2.02,2,2,20525,20328,20362,1,1,1,16413,16047,16327,12340,12012,12286,4047,4009,4015,25,26,26,24,25,24,5.0,1.5,1.68,9098,83,9150,46,8,2233,1904,3501,79,21
"""490532706021""","""St. George, UT""",1.00,953.00,400.00,436.83,47,58,45,23,28,22,24,30,23,6.95,6.37,2.11,2,2,22442,22245,22279,1,1,1,17382,17016,17296,12942,12614,12888,4426,4387,4393,15,15,15,14,14,14,2.8,1.3,0.92,5775,99,5235,45,20,1357,1625,,84,17
"""490532706022""","""St. George, UT""",1.00,335.00,137.00,450.87,,,,,,,22,27,21,7.91,2.40,1.94,2,2,20655,20458,20492,1,1,1,15957,15591,15871,11860,11532,11806,4073,4034,4041,24,25,24,22,23,23,7.1,2.3,0.30,5766,12,7875,44,25,,,,93,7
"""490532706023""","""St. George, UT""",1.00,720.00,322.00,1813.09,56,70,54,32,40,31,24,30,23,6.97,1.24,2.13,2,2,22755,22558,22592,1,1,1,17568,17201,17482,13065,12737,13011,4487,4448,4455,15,16,16,14,15,15,3.1,1.4,0.18,4153,64,4467,44,63,1911,2151,,89,11
"""490532707011""","""St. George, UT""",1.00,3129.00,863.00,159.92,43,53,41,24,30,23,19,23,18,7.74,41.75,1.62,2,2,18194,17997,18031,2,2,2,13529,13164,13444,9901,9573,9847,3588,3549,3556,41,42,41,38,39,39,7.7,1.3,5.40,9166,11,9711,46,16,1426,1578,1400,15,85
"""490532707012""","""St. George, UT""",1.00,923.00,325.00,275.91,44,54,42,21,27,20,23,28,22,7.15,8.42,2.00,2,2,20490,20293,20327,1,1,1,16312,15946,16226,12243,11915,12189,4041,4002,4008,28,29,28,26,27,26,4.5,1.5,1.18,8625,72,11131,46,20,1282,1339,1149,70,30
"""490532707013""","""St. George, UT""",1.00,2590.00,836.00,195.78,48,60,46,27,33,26,22,26,21,7.34,31.33,1.90,2,2,20180,19983,20017,1,1,1,15603,15237,15517,11601,11273,11547,3979,3941,3947,23,24,23,21,22,22,6.6,0.8,4.27,7570,61,7650,47,6,1606,1396,1967,63,37
"""490532707021""","""St. George, UT""",1.00,1464.00,706.00,2871.60,59,73,56,33,41,32,26,32,25,7.54,1.85,2.24,2,2,24420,24223,24257,0,0,0,18527,18160,18441,13701,13373,13647,4816,4777,4783,10,11,10,10,10,10,1.7,0.8,0.25,3780,99,3329,46,56,1989,2134,,93,7
"""490532707022""","""St. George, UT""",1.00,2118.00,847.00,495.55,51,63,48,29,36,28,22,26,21,6.41,10.95,1.88,2,2,20737,20540,20574,1,1,1,15610,15244,15524,11500,11172,11446,4089,4051,4057,20,21,21,19,20,20,5.4,0.7,1.71,6062,60,5163,46,14,1734,2407,1197,44,56
"""490532707023""","""St. George, UT""",1.00,1657.00,699.00,243.80,48,59,46,26,32,25,22,27,21,6.86,19.66,1.95,2,2,20495,20298,20331,1,1,1,16015,15649,15929,11948,11620,11895,4041,4003,4009,25,26,25,23,24,24,5.8,1.0,2.87,8212,74,7433,46,7,1545,1471,1710,69,31
"""490532709052""","""St. George, UT""",1.00,819.00,192.00,509.32,51,64,49,25,31,24,27,33,26,10.81,4.08,2.29,2,2,27199,27002,27035,0,0,0,19395,19029,19309,14023,13695,13969,5363,5325,5331,9,9,9,9,9,9,3.1,0.1,0.38,2328,75,2730,52,39,1473,1496,,98,2
"""490532708022""","""St. George, UT""",1.00,2561.00,890.00,17981.72,49,61,47,25,31,24,24,30,23,8.90,0.44,2.05,2,2,24365,24168,24201,1,1,0,17372,17006,17287,12557,12229,12503,4805,4766,4772,11,12,11,10,11,11,1.8,0.5,0.05,2047,49,1658,47,367,1500,1575,1452,39,61
"""490532708023""","""St. George, UT""",1.00,1653.00,819.00,939.75,48,59,45,26,32,24,22,27,21,5.79,5.04,1.95,2,2,19996,19799,19833,1,1,1,15872,15506,15786,11907,11579,11853,3943,3904,3911,22,23,23,21,22,21,4.1,4.0,0.87,4506,75,7937,42,19,1534,1777,1097,64,36
"""490532708024""","""St. George, UT""",1.00,2002.00,813.00,2408.87,53,65,50,29,36,28,24,29,23,7.52,2.54,2.07,2,2,22439,22242,22276,1,1,1,17080,16713,16994,12641,12313,12587,4425,4386,4393,14,14,14,13,13,13,2.6,2.3,0.34,2950,79,3899,43,52,1741,1989,1111,72,28
"""490532708032""","""St. George, UT""",1.00,3775.00,1039.00,13514.45,64,79,61,37,46,35,27,33,26,10.02,0.77,2.30,2,2,27265,27068,27102,0,0,0,19493,19126,19407,14110,13782,14056,5377,5338,5344,6,6,6,6,6,6,1.0,0.2,0.08,2993,91,3679,50,154,2203,2254,1990,81,19
"""490532708041""","""St. George, UT""",1.00,4124.00,1031.00,1321.87,60,74,57,35,44,34,25,30,23,8.36,6.52,2.16,2,2,22833,22636,22670,0,0,0,17742,17376,17656,13230,12902,13176,4503,4464,4470,10,10,10,9,9,9,2.7,1.9,0.78,6623,100,9208,45,21,2125,2280,,93,7
"""490532708042""","""St. George, UT""",1.00,2377.00,505.00,569.45,53,66,51,30,37,28,23,28,22,9.45,8.38,2.05,2,2,20823,20626,20659,1,1,1,16702,16336,16616,12579,12251,12525,4106,4067,4074,17,18,17,16,17,16,2.8,3.1,0.89,7653,100,12873,44,20,1784,2384,,75,25
"""490532708051""","""St. George, UT""",1.00,3955.00,1313.00,444.96,43,53,41,22,27,21,21,26,20,7.94,23.44,1.86,2,2,19687,19490,19523,1,1,1,15310,14944,15224,11397,11069,11343,3882,3843,3850,30,31,31,28,29,29,6.2,2.9,2.95,5936,51,8240,43,13,1291,1377,1138,64,36
"""490532708052""","""St. George, UT""",1.00,1655.00,673.00,759.12,47,58,45,24,30,23,23,28,22,6.92,6.14,2.00,2,2,21521,21324,21358,1,1,1,16502,16136,16417,12236,11908,12182,4244,4205,4212,22,23,23,21,22,21,5.1,1.9,0.89,4800,55,4482,44,22,1448,1533,1072,82,18
"""490532708053""","""St. George, UT""",1.00,1428.00,694.00,545.41,46,57,44,23,28,22,23,28,22,6.21,7.90,2.03,2,2,20835,20638,20671,1,1,1,16571,16205,16485,12439,12111,12385,4109,4070,4076,24,24,24,22,23,23,4.1,2.7,1.27,6583,75,10415,44,20,1366,1663,,82,18
"""490532708061""","""St. George, UT""",1.00,2184.00,831.00,3025.25,53,66,51,29,36,28,25,30,24,8.23,2.26,2.13,2,2,24005,23808,23842,0,0,0,17778,17411,17692,13035,12707,12981,4734,4695,4702,8,9,9,8,8,8,2.4,1.2,0.27,3566,81,3292,44,59,1727,1706,1805,79,21
"""490532709012""","""St. George, UT""",1.00,1167.00,427.00,23396.33,55,68,52,26,33,25,28,35,27,9.43,0.17,2.35,2,2,29608,29411,29445,0,0,0,20233,19866,20147,14389,14061,14335,5839,5800,5806,6,6,6,5,5,5,0.1,0.2,0.02,931,86,568,48,600,1584,1627,1394,82,18
"""490532709031""","""St. George, UT""",1.00,2576.00,1043.00,579.57,46,57,44,22,27,21,24,29,23,8.29,14.93,2.03,2,2,24358,24161,24195,0,0,0,17245,16878,17159,12433,12105,12379,4803,4765,4771,8,8,8,8,8,8,3.8,0.4,1.80,2998,86,2294,47,14,1317,1402,1178,62,38
"""490532709032""","""St. George, UT""",1.00,1003.00,301.00,1765.17,55,68,53,30,37,28,26,31,24,9.08,1.55,2.21,2,2,25032,24836,24869,0,0,0,18484,18117,18398,13537,13209,13483,4936,4897,4904,10,10,10,9,10,10,2.2,0.5,0.17,2564,78,2453,47,80,1770,2003,,88,12
"""490532709041""","""St. George, UT""",1.00,2530.00,1175.00,1145.55,49,61,47,25,31,24,25,30,24,7.59,7.79,2.08,2,2,25326,25129,25163,0,0,0,17748,17382,17662,12747,12419,12693,4994,4955,4962,7,8,7,7,7,7,3.0,0.3,1.03,2499,81,2022,48,33,1475,1502,1428,64,36
"""490532709042""","""St. George, UT""",1.00,1521.00,614.00,1397.88,50,62,48,24,30,23,26,32,25,8.54,3.75,2.21,2,2,26360,26163,26196,0,0,0,18737,18371,18652,13533,13205,13479,5198,5159,5166,7,7,7,6,6,7,2.6,0.1,0.44,2094,81,1872,50,47,1425,1550,741,85,15
"""490532709043""","""St. George, UT""",1.00,1406.00,699.00,3023.16,36,44,34,11,14,10,25,30,24,7.89,1.82,2.08,2,2,26191,25994,26028,0,0,0,17922,17556,17836,12751,12423,12697,5165,5126,5133,6,7,6,6,6,6,3.8,0.2,0.23,1684,36,3157,51,112,655,1057,,62,38
"""490532709051""","""St. George, UT""",1.00,1825.00,482.00,7317.59,43,53,41,19,23,18,24,30,23,7.56,0.50,2.08,2,2,24595,24398,24431,0,0,0,17608,17242,17522,12751,12423,12697,4850,4811,4818,8,8,8,7,8,7,0.9,1.0,0.07,1760,86,1911,44,209,1111,1405,924,39,61
"""490532709053""","""St. George, UT""",1.00,4523.00,1676.00,45661.08,54,67,52,27,34,26,27,33,26,9.40,0.34,2.31,2,2,26927,26730,26764,0,0,0,19457,19090,19371,14142,13814,14088,5310,5271,5278,5,5,5,4,5,5,0.4,0.2,0.04,2454,86,1726,48,377,1621,1725,1114,83,17
"""490532710001""","""St. George, UT""",1.00,1611.00,631.00,11539.18,49,61,47,21,26,20,28,35,27,9.67,0.53,2.37,2,2,29398,29201,29235,0,0,0,20326,19959,20239,14524,14196,14470,5797,5758,5765,4,4,4,4,4,4,0.6,0.1,0.05,1198,93,684,50,210,1248,1335,,94,6
"""490532710002""","""St. George, UT""",1.00,2872.00,860.00,662.23,48,59,46,24,31,23,24,29,23,8.81,11.44,2.01,2,2,23836,23639,23673,0,0,0,17014,16648,16928,12304,11976,12250,4700,4662,4668,9,10,10,9,9,9,4.3,0.2,1.30,2570,70,1645,47,20,1464,1634,1170,63,37
"""490532711011""","""St. George, UT""",1.00,1757.00,539.00,211.01,45,56,43,24,30,23,21,25,20,6.66,17.01,1.86,2,2,17703,17506,17540,2,2,2,14936,14570,14851,11411,11083,11357,3491,3452,3459,34,35,35,32,33,33,5.4,5.9,2.55,9097,77,19961,41,8,1453,1288,1727,62,38
"""490532711012""","""St. George, UT""",1.00,1520.00,577.00,328.19,36,45,35,18,23,17,18,22,17,4.62,8.12,1.59,2,2,16608,16411,16445,2,2,2,13071,12706,12986,9750,9422,9696,3275,3236,3243,45,47,46,43,44,43,7.6,5.3,1.76,8919,11,17468,42,16,1087,,1337,19,81
"""490532711013""","""St. George, UT""",1.00,2623.00,859.00,833.00,42,52,40,21,26,20,21,26,20,6.60,6.80,1.89,2,2,18353,18156,18190,1,1,1,15190,14825,15105,11539,11211,11485,3619,3580,3587,32,33,32,30,31,30,5.4,5.0,1.03,8199,54,17065,41,20,1272,1464,884,67,33
"""490532711021""","""St. George, UT""",1.00,838.00,406.00,175.98,28,34,26,8,10,7,20,24,19,3.65,8.42,1.79,2,2,17121,16924,16958,2,2,2,14365,13999,14279,10952,10624,10898,3376,3337,3344,37,38,37,34,36,35,6.2,5.7,2.31,8586,45,22565,41,18,465,,1027,55,45
"""490532711022""","""St. George, UT""",1.00,2898.00,941.00,232.64,49,60,47,30,37,28,19,23,18,5.99,24.23,1.71,2,2,16647,16450,16484,2,2,2,13795,13430,13710,10469,10141,10415,3283,3244,3251,43,45,44,41,42,42,7.0,5.4,4.04,9230,46,20802,42,8,1779,1829,1748,38,62
"""490532711023""","""St. George, UT""",1.00,1410.00,436.00,193.20,49,60,46,27,33,26,22,27,21,6.99,15.78,1.97,2,2,18666,18469,18502,1,1,1,15747,15381,15661,12034,11706,11980,3681,3642,3649,32,33,32,30,31,30,4.0,5.7,2.26,8316,100,20228,41,8,1604,1627,1531,76,24
"""490532711024""","""St. George, UT""",1.00,1189.00,467.00,114.96,42,51,40,19,24,18,22,27,21,7.11,28.89,2.03,2,2,18896,18699,18733,1,1,1,16158,15792,16072,12400,12072,12346,3726,3687,3694,31,32,32,29,30,30,3.9,5.8,4.06,9203,100,22463,41,9,1154,1253,,92,8
"""490532712001""","""St. George, UT""",1.00,1984.00,717.00,327.11,39,48,37,20,25,19,18,22,17,5.42,11.89,1.62,2,2,16220,16023,16056,2,2,2,13148,12783,13063,9906,9578,9852,3198,3160,3166,43,45,44,41,42,42,7.5,4.9,2.19,9253,17,23869,42,16,1220,982,1294,24,76
"""490532712002""","""St. George, UT""",1.00,1354.00,371.00,458.35,65,81,63,43,54,42,22,27,21,7.01,5.67,1.98,2,2,18616,18419,18453,1,1,1,15840,15474,15754,12144,11816,12090,3671,3632,3639,25,26,25,24,24,24,3.6,5.1,0.81,9350,84,23416,41,23,2606,2554,2745,73,27
"""490532712003""","""St. George, UT""",1.00,1371.00,611.00,549.62,41,50,39,20,25,19,21,26,20,5.24,5.83,1.90,2,2,18092,17895,17929,1,1,1,15247,14881,15162,11651,11323,11597,3568,3529,3536,29,30,29,27,28,28,5.3,5.6,1.11,7396,63,18613,40,16,1180,1258,986,71,29
"""490532713001""","""St. George, UT""",1.00,979.00,266.00,102.91,32,39,30,15,18,14,17,21,16,7.37,19.05,1.50,1,1,15772,15575,15609,2,2,2,12315,11950,12230,9156,8828,9102,3110,3071,3078,48,50,49,45,47,46,8.2,4.2,2.58,9190,0,22558,43,13,871,,871,0,100
"""490532713002""","""St. George, UT""",1.00,1446.00,407.00,204.03,39,48,37,19,24,19,19,24,19,6.16,12.29,1.74,2,2,17066,16869,16903,2,2,2,14034,13669,13949,10630,10302,10576,3365,3327,3333,39,40,39,36,38,37,7.1,4.3,1.99,9015,34,23046,43,13,1167,1302,1063,43,57
"""490532713003""","""St. George, UT""",1.00,1485.00,497.00,129.93,42,52,40,22,28,21,19,24,18,6.19,23.69,1.72,2,2,17117,16920,16954,2,2,2,13969,13603,13884,10557,10229,10503,3376,3337,3343,37,38,37,34,36,35,7.3,4.0,3.83,9079,35,21858,43,11,1338,1695,1054,44,56
"""490532714001""","""St. George, UT""",1.00,583.00,290.00,78.93,41,51,39,22,27,21,19,24,18,4.84,17.80,1.72,2,2,17011,16814,16848,2,2,2,13936,13571,13851,10544,10216,10490,3354,3316,3322,37,39,38,35,36,36,7.2,3.9,3.67,8918,40,23357,43,9,1305,1657,1084,39,61
"""490532714002""","""St. George, UT""",1.00,1134.00,357.00,110.13,44,54,42,24,29,23,20,25,19,5.79,18.77,1.79,2,2,17522,17325,17359,1,2,1,14474,14108,14388,10985,10657,10931,3455,3416,3423,33,34,34,31,32,32,6.6,3.9,3.24,9042,59,22592,43,8,1415,1554,1295,46,54
"""490532714003""","""St. George, UT""",1.00,2001.00,909.00,380.65,39,48,37,20,25,19,19,24,18,5.19,12.38,1.71,2,2,17430,17233,17267,2,2,2,13970,13605,13885,10498,10170,10444,3437,3398,3405,35,37,36,33,34,34,7.5,3.8,2.39,8902,24,19810,43,12,1189,1175,1201,45,55
"""490532715011""","""St. George, UT""",1.00,2041.00,685.00,189.39,47,58,45,26,33,25,21,25,20,6.47,23.40,1.82,2,2,18276,18079,18112,1,1,1,14772,14406,14687,11137,10809,11083,3604,3565,3572,31,33,32,29,31,30,6.5,2.5,3.62,9365,61,15875,45,7,1585,1999,1169,50,50
"""490532715012""","""St. George, UT""",1.00,1877.00,554.00,128.69,38,47,37,19,24,19,19,23,18,6.70,28.85,1.67,2,2,17752,17555,17588,2,2,2,13757,13391,13672,10215,9887,10161,3501,3462,3468,41,43,42,38,40,39,7.0,2.0,4.30,9511,27,15074,45,18,1160,1215,1151,14,86
"""490532715013""","""St. George, UT""",1.00,862.00,342.00,1872.45,51,64,49,28,35,27,24,29,22,6.23,1.14,2.10,2,2,20430,20233,20266,1,1,1,16928,16562,16842,12875,12547,12821,4029,3990,3996,24,25,25,23,24,23,4.6,3.1,0.18,8435,43,15813,44,59,1669,1669,,100,0
"""490532715021""","""St. George, UT""",1.00,3570.00,1356.00,3442.02,51,64,49,28,35,27,24,29,22,7.29,2.87,2.06,2,2,21922,21725,21759,1,1,1,16938,16571,16852,12596,12268,12542,4323,4284,4291,18,19,19,17,18,18,2.7,2.4,0.39,5144,70,6384,44,69,1673,1651,1730,72,28
"""490532716001""","""St. George, UT""",1.00,1996.00,1187.00,601.76,50,61,47,25,31,24,25,30,24,6.66,13.13,2.11,2,2,24788,24591,24625,0,0,0,17832,17465,17746,12935,12607,12881,4888,4849,4856,8,9,9,8,8,8,3.9,0.5,1.97,3871,94,3111,47,9,1489,1466,1628,86,14
"""490532716002""","""St. George, UT""",1.00,1664.00,678.00,954.72,55,68,52,29,37,28,25,31,24,7.82,5.55,2.20,2,2,24277,24080,24114,1,1,1,18299,17933,18214,13497,13169,13443,4787,4749,4755,15,15,15,14,14,14,2.9,0.7,0.71,4680,94,5635,48,22,1753,1843,,95,5
"""490532716003""","""St. George, UT""",1.00,1240.00,529.00,557.69,52,64,50,27,34,26,24,30,23,7.48,7.09,2.14,2,2,22712,22515,22548,1,1,1,17579,17213,17493,13087,12759,13033,4479,4440,4446,13,14,14,13,13,13,3.3,1.8,0.95,5456,83,6380,45,23,1648,1740,,95,5
"""490532716004""","""St. George, UT""",1.00,2058.00,759.00,1583.64,56,69,54,30,38,29,26,32,25,9.15,4.39,2.24,2,2,25557,25360,25394,0,0,0,18765,18399,18679,13718,13390,13664,5040,5001,5008,8,8,8,8,8,8,1.9,0.7,0.48,4286,98,3497,46,45,1801,1883,,96,4
"""490532717021""","""St. George, UT""",1.00,10828.00,2735.00,11658.26,65,80,62,38,47,36,27,33,26,9.90,2.32,2.30,2,2,26999,26802,26835,0,0,0,19404,19038,19318,14073,13745,14020,5324,5285,5292,7,7,7,6,6,7,1.8,0.2,0.23,4400,94,5739,52,61,2253,2210,2592,89,11
"""490532717022""","""St. George, UT""",1.00,2042.00,677.00,795.11,49,61,47,24,30,23,25,31,24,8.06,6.86,2.19,2,2,23598,23401,23435,1,1,1,18047,17680,17961,13378,13050,13324,4653,4615,4621,15,15,15,14,14,14,1.9,1.3,0.85,5793,100,6719,46,42,1452,1630,,89,11
"""490532717023""","""St. George, UT""",1.00,2781.00,723.00,5646.38,48,60,46,24,30,23,25,30,23,9.47,1.21,2.10,2,2,24427,24230,24263,0,0,0,17656,17289,17570,12829,12501,12775,4817,4778,4785,10,10,10,10,10,10,2.8,0.4,0.13,3371,53,5182,50,115,1418,1565,1223,57,43
"""490532717031""","""St. George, UT""",1.00,1974.00,698.00,391.86,54,67,52,30,38,29,24,29,23,7.65,13.63,2.06,2,2,22323,22126,22160,0,0,0,17044,16677,16958,12631,12303,12577,4402,4363,4370,10,11,10,10,10,10,4.0,1.6,1.78,6437,94,7977,45,9,1823,2179,,84,16
"""490532717032""","""St. George, UT""",1.00,1220.00,360.00,908.33,66,81,63,41,52,40,24,30,23,8.15,3.23,2.14,2,2,22086,21889,21922,0,0,0,17480,17114,17394,13115,12787,13061,4355,4316,4323,10,10,10,9,10,9,2.8,2.7,0.40,7198,96,10959,44,22,2480,2722,,91,9
"""490532717033""","""St. George, UT""",1.00,3046.00,1094.00,1380.31,62,77,59,37,47,36,25,30,24,8.49,6.73,2.16,2,2,23546,23349,23383,0,0,0,17874,17508,17789,13222,12894,13168,4643,4604,4611,9,10,10,9,9,9,2.8,1.3,0.79,5625,98,7187,45,19,2243,2263,2023,91,9
"""490532717041""","""St. George, UT""",1.00,876.00,372.00,403.47,62,76,59,38,48,37,23,29,22,6.28,5.79,2.08,2,2,20752,20555,20588,1,1,1,16829,16463,16744,12708,12380,12654,4092,4053,4060,29,30,29,27,28,28,3.2,3.7,0.92,8265,77,13585,44,37,2288,2660,,86,14
"""490532717042""","""St. George, UT""",1.00,2864.00,882.00,743.75,56,69,54,32,40,30,24,30,23,8.41,9.98,2.15,2,2,22240,22043,22077,1,1,1,17531,17165,17445,13131,12803,13077,4386,4347,4353,14,15,15,13,14,14,1.8,2.5,1.19,7344,100,10532,45,50,1902,1866,2119,86,14
"""490532718001""","""St. George, UT""",1.00,850.00,410.00,111.91,51,63,48,29,37,28,21,26,20,5.05,18.48,1.92,2,2,18079,17882,17915,1,2,1,15356,14990,15271,11759,11431,11705,3565,3526,3533,32,33,33,30,31,31,6.5,4.4,3.66,9400,69,22563,42,5,1758,1824,1441,83,17
"""490532718002""","""St. George, UT""",1.00,869.00,325.00,492.61,45,56,43,23,29,22,22,27,21,5.84,3.85,1.98,2,2,19150,18953,18987,1,1,1,15912,15547,15827,12108,11780,12054,3776,3738,3744,28,29,28,26,27,27,4.5,4.6,0.66,8560,63,17781,43,26,1374,1292,1637,76,24
"""490532718003""","""St. George, UT""",1.00,1916.00,712.00,621.40,49,60,46,27,34,26,21,26,20,6.63,7.60,1.89,2,2,19220,19023,19057,1,2,1,15407,15041,15321,11584,11256,11530,3790,3751,3758,33,34,34,31,32,32,4.9,3.4,1.15,7784,66,13285,44,17,1629,1846,1381,53,47
"""490532704012""","""St. George, UT""",1.00,1965.00,795.00,459.43,50,62,48,26,32,25,24,30,23,7.74,13.39,2.10,2,2,23913,23716,23750,1,1,1,17602,17236,17516,12870,12542,12816,4716,4677,4683,16,17,16,15,16,15,4.1,0.3,1.73,5055,87,3105,49,11,1555,1543,1615,83,17
"""490532701011""","""St. George, UT""",1.00,1179.00,530.00,70406.47,65,80,62,35,43,33,30,37,29,10.68,0.08,2.48,2,2,32777,32580,32614,0,0,0,21619,21253,21533,15152,14824,15098,6464,6425,6431,4,4,4,4,4,4,0.0,0.1,0.01,687,100,316,52,848,2085,2184,1595,83,17
"""490532701024""","""St. George, UT""",1.00,1076.00,173.00,3584.42,49,60,46,22,27,21,27,33,26,12.33,0.60,2.20,2,2,30195,29998,30031,0,0,0,19404,19038,19318,13446,13118,13393,5954,5915,5922,4,4,4,3,4,3,2.8,0.0,0.05,336,72,747,56,60,1302,1569,1083,45,55
"""490532703021""","""St. George, UT""",1.00,2685.00,1255.00,382734.81,61,76,58,31,39,30,30,37,28,9.71,0.03,2.49,2,2,31545,31348,31381,0,0,0,21491,21124,21405,15264,14936,15210,6220,6182,6188,6,6,6,6,6,6,0.0,0.3,0.00,1411,99,354,46,2069,1871,1880,1488,98,2
"""490532701012""","""St. George, UT""",1.00,1982.00,555.00,58133.85,59,73,56,30,37,28,29,36,28,11.24,0.11,2.45,2,2,31005,30808,30842,0,0,0,21131,20764,21044,15011,14683,14957,6114,6075,6082,5,5,5,5,5,5,0.0,0.2,0.01,839,96,502,47,1057,1778,1804,1375,94,6
"""490532701013""","""St. George, UT""",1.00,1431.00,580.00,42715.77,58,72,56,29,37,28,29,35,27,10.00,0.14,2.41,2,2,30235,30038,30071,0,0,0,20716,20350,20630,14749,14421,14695,5962,5923,5930,5,6,5,5,5,5,0.1,0.2,0.01,992,94,668,49,577,1759,2000,,88,12
"""490532701021""","""St. George, UT""",1.00,1233.00,393.00,73205.87,58,72,55,27,34,26,31,38,29,11.57,0.06,2.54,2,3,33009,32812,32846,0,0,0,22039,21672,21952,15525,15197,15471,6509,6470,6477,4,4,4,4,4,4,0.0,0.1,0.01,601,88,546,52,1786,1626,1709,,95,5
"""490532701022""","""St. George, UT""",1.00,846.00,291.00,83078.27,61,76,59,33,41,31,29,35,27,9.23,0.03,2.42,2,2,29694,29497,29530,0,0,0,20654,20288,20568,14797,14469,14743,5855,5817,5823,2,2,2,2,2,2,0.0,0.1,0.00,406,83,1590,49,2130,1950,2208,1104,77,23
"""490532701023""","""St. George, UT""",1.00,716.00,221.00,218388.47,65,81,62,36,45,35,29,35,28,10.21,0.01,2.45,2,2,29317,29120,29154,0,0,0,20778,20412,20692,14993,14665,14939,5781,5742,5749,4,4,4,4,4,4,0.0,0.5,0.00,340,92,691,42,2080,2165,2207,870,97,3
"""490532702001""","""St. George, UT""",1.00,1106.00,495.00,157610.12,51,63,49,20,25,19,31,38,30,10.93,0.03,2.56,3,3,34037,33840,33874,0,0,0,22367,22000,22281,15650,15322,15596,6712,6673,6680,5,5,5,4,5,4,0.0,0.1,0.00,665,97,244,52,1065,1191,1223,,97,3
"""490532702002""","""St. George, UT""",1.00,1810.00,574.00,187812.83,50,62,48,21,26,20,29,36,28,10.42,0.03,2.44,2,2,30625,30428,30461,0,0,0,20962,20595,20876,14918,14590,14864,6039,6000,6007,5,5,5,5,5,5,0.0,0.2,0.00,679,94,594,47,1049,1256,1279,1102,87,13
"""490532703011""","""St. George, UT""",1.00,2759.00,729.00,32292.66,55,68,52,26,32,25,29,35,27,10.93,0.25,2.41,2,2,29731,29534,29567,0,0,0,20642,20276,20557,14774,14446,14720,5863,5824,5831,5,6,6,5,5,5,0.1,0.2,0.02,1361,87,1233,50,598,1549,1701,,91,9
