blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490519602001""","""Heber, UT""",1.00,2063.00,589.00,989.59,49,57,56,24,31,30,24,26,26,10.99,6.54,2.12,2,2,26839,24216,24364,0,0,0,16035,14045,14128,12123,10517,10578,3912,3529,3550,0,0,0,0,0,0,4.3,1.2,2.03,0.60,4116,84,5384,86,15,97,899,1357,1528,990,68,32
"""490050014023""","""Logan, UT-ID""",1.00,668.00,218.00,305.74,57,67,52,27,34,25,30,34,26,10.97,7.82,2.07,2,2,25908,23279,23938,1,1,1,15054,13493,14129,11257,10080,10620,3775,3392,3488,21,21,21,18,18,18,3.7,1.9,1.22,0.71,2998,76,3626,84,13,77,928,1137,1137,,84,16
"""490351130171""","""Salt Lake City, UT""",1.00,1128.00,285.00,150.07,58,68,64,33,41,38,26,28,26,11.54,21.92,2.15,2,2,25225,22620,23228,1,1,1,15958,13721,14130,12259,10405,10725,3677,3296,3385,21,20,20,19,18,18,2.8,2.7,2.45,1.90,14347,100,16992,90,13,149,1181,1692,1709,1571,87,13
"""490111262021""","""Ogden-Clearfield, UT""",1.00,9167.00,2569.00,6901.77,56,66,63,31,39,37,25,27,26,11.29,4.20,2.12,2,2,25802,23196,23826,3,3,3,15946,13755,14136,12130,10325,10614,3761,3380,3472,55,50,51,50,45,46,3.3,2.7,2.84,0.37,4883,64,5653,86,37,33,2392,1655,1769,1058,84,16
"""490050004012""","""Logan, UT-ID""",1.00,1629.00,425.00,732.94,49,58,44,19,24,18,30,34,26,11.54,6.69,2.08,2,2,25958,23463,24113,0,0,0,15085,13500,14141,11302,10077,10625,3782,3419,3514,0,3,3,0,3,2,2.4,4.6,1.22,0.58,7688,91,13522,88,37,64,1522,815,,815,80,20
"""490572106002""","""Ogden-Clearfield, UT""",1.00,1681.00,509.00,399.81,52,60,58,27,33,32,25,27,26,10.35,13.18,2.12,2,2,24656,22109,22724,7,7,7,16002,13753,14147,12113,10248,10550,3594,3222,3311,296,283,285,267,255,257,1.8,5.5,2.30,1.27,13415,100,14670,88,18,109,1124,1419,1419,,95,5
"""490451308003""","""Salt Lake City, UT""",1.00,967.00,282.00,1142.03,49,57,53,24,29,27,25,28,26,11.29,2.79,2.08,2,2,26608,23908,24566,2,1,1,15781,13809,14148,11895,10319,10562,3879,3484,3580,7,6,6,6,5,6,3.1,2.5,0.88,0.25,2178,63,1897,81,114,27,2646,1219,1353,899,71,29
"""490479683022""","""Vernal, UT""",1.00,1398.00,428.00,2013.77,52,61,61,27,33,33,25,28,28,12.42,2.64,2.25,2,2,28142,25308,25883,1,0,0,16959,14921,15181,12844,11230,11406,4102,3688,3772,13,3,4,11,3,4,0.9,2.5,0.64,0.21,1926,87,1920,82,106,25,2141,1485,1531,1125,89,11
"""490490105052""","""Provo-Orem, UT""",1.00,651.00,238.00,492.45,46,54,49,20,25,23,26,29,26,10.11,4.89,2.18,2,2,26764,23833,23182,2,1,1,16377,14293,14155,12446,10805,10766,3901,3473,3378,29,15,12,26,14,11,5.6,0.0,1.49,0.48,3111,38,2114,85,14,96,1036,1022,1020,1031,79,21
"""490490007102""","""Provo-Orem, UT""",1.00,1102.00,323.00,165.51,68,81,74,42,52,48,27,29,26,11.04,21.54,2.24,2,2,26423,23704,23159,1,1,1,16656,14355,14158,12782,10884,10768,3852,3454,3375,22,17,16,20,15,14,3.2,1.5,2.35,1.95,11368,87,16671,90,10,205,953,2144,2241,1075,92,8
"""490532715002""","""St. George, UT""",1.00,3107.00,950.00,3806.38,63,75,59,35,44,33,28,32,26,10.58,2.64,1.95,2,2,24595,22149,24261,0,1,0,14212,12831,14161,10626,9601,10624,3584,3227,3535,2,4,2,5,9,5,3.1,3.5,1.30,0.25,4552,85,5470,85,46,36,1462,1479,1622,1157,69,31
"""490111263042""","""Ogden-Clearfield, UT""",1.00,2331.00,658.00,324.16,57,67,64,32,40,38,25,27,26,11.45,23.23,2.16,2,2,25397,22689,23345,2,2,2,16074,13756,14164,12325,10411,10722,3702,3306,3402,47,39,41,43,35,37,2.5,2.1,2.64,2.03,8862,85,9340,88,12,172,984,1704,1704,,99,1
"""490490102152""","""Provo-Orem, UT""",1.00,1877.00,496.00,365.82,58,68,62,31,39,36,27,29,26,11.44,15.52,2.21,2,2,26826,24127,23597,0,0,0,16507,14322,14166,12597,10806,10728,3910,3516,3438,0,0,0,0,0,0,3.7,1.3,1.73,1.36,10812,81,12006,89,18,138,1126,1623,1623,,80,20
"""490111270032""","""Ogden-Clearfield, UT""",1.00,4176.00,1277.00,5578.75,54,64,61,29,37,35,25,27,26,11.63,2.66,2.13,2,2,26173,23468,24124,1,1,1,15973,13789,14170,12139,10350,10635,3815,3420,3515,19,20,19,17,18,17,2.9,4.4,2.21,0.23,6762,68,9233,87,40,23,1917,1564,1599,1336,87,13
"""490490006012""","""Provo-Orem, UT""",1.00,1629.00,403.00,666.42,53,62,57,27,33,31,27,29,26,11.68,7.06,2.23,2,2,26237,23676,23188,1,1,1,16549,14337,14170,12708,10873,10779,3825,3450,3379,17,14,13,15,13,11,3.0,2.7,1.04,0.60,11017,88,19963,90,29,78,1461,1376,1514,865,79,21
"""490050014022""","""Logan, UT-ID""",1.00,1409.00,357.00,1402.94,57,67,51,27,34,25,30,34,26,11.61,2.96,2.05,2,2,26314,23734,24374,1,1,1,15010,13552,14170,11158,10074,10599,3834,3458,3552,18,19,20,16,16,17,3.8,1.6,1.53,0.25,1938,65,2382,83,43,27,1446,1128,1267,757,73,27
"""490351130142""","""Salt Lake City, UT""",1.00,2902.00,751.00,368.47,55,64,60,29,36,34,26,28,26,11.90,24.26,2.16,2,2,25364,22600,23269,0,0,0,16011,13745,14174,12310,10452,10783,3697,3293,3391,4,0,0,4,0,0,2.7,2.8,2.05,2.04,14993,89,20076,90,15,154,1034,1511,1521,1350,94,6
"""490351146002""","""Salt Lake City, UT""",1.00,2921.00,825.00,391.65,58,68,64,32,40,37,26,28,26,11.80,24.85,2.15,2,2,25453,22798,23424,0,0,0,16006,13767,14180,12295,10445,10767,3710,3322,3413,0,0,0,0,0,0,2.7,2.8,2.21,2.11,14394,97,21642,91,16,160,1141,1670,1670,,88,12
"""490111259051""","""Ogden-Clearfield, UT""",1.00,1132.00,378.00,408.61,60,71,68,35,44,42,25,27,26,11.48,10.62,2.15,2,2,25511,22990,23598,1,1,1,16028,13790,14181,12297,10427,10729,3719,3350,3438,13,14,13,12,12,12,2.4,3.6,1.82,0.93,10682,100,9143,87,19,103,1083,1867,1867,,86,14
"""490351128132""","""Salt Lake City, UT""",1.00,1161.00,373.00,367.97,,,,,,,26,28,26,11.72,11.88,2.12,2,2,25900,22906,23641,0,0,0,15914,13803,14184,12127,10465,10738,3775,3338,3445,11,0,1,10,0,1,2.1,5.4,2.21,1.01,16081,89,18576,89,18,120,1093,,,,98,2
"""490190002003""",,1.00,1147.00,496.00,1507.20,62,72,48,29,36,22,33,36,26,9.25,3.04,1.87,2,2,23384,20752,24188,0,0,1,13583,11809,14185,10168,8781,10650,3407,3025,3524,7,3,11,6,3,9,4.3,0.6,3.65,0.33,1511,56,1890,83,26,35,1493,991,1004,947,78,22
"""490490102102""","""Provo-Orem, UT""",1.00,1841.00,410.00,259.59,66,78,72,40,50,46,27,29,26,12.34,19.49,2.21,2,2,26707,23957,23435,0,0,0,16487,14322,14188,12594,10831,10773,3893,3491,3415,0,0,0,0,0,0,3.7,0.7,1.81,1.58,9021,94,9147,89,5,153,596,2044,2044,,90,10
"""490351128202""","""Salt Lake City, UT""",1.00,4111.00,1154.00,656.55,67,79,74,41,51,47,26,28,26,11.71,20.58,2.13,2,2,26014,23240,23912,0,0,0,15981,13789,14189,12178,10398,10699,3792,3386,3484,11,4,6,10,4,5,3.0,2.7,2.75,1.76,9015,86,10794,88,16,109,1077,2125,2179,1685,89,11
"""490351128142""","""Salt Lake City, UT""",1.00,2462.00,749.00,875.33,79,95,88,53,67,62,26,28,26,11.31,9.68,2.12,2,2,26192,23355,24033,0,0,0,15915,13836,14197,12095,10433,10695,3818,3403,3502,2,0,0,2,0,0,2.2,5.4,1.23,0.86,12846,98,14432,88,18,79,1269,2771,2949,986,91,9
"""490490102153""","""Provo-Orem, UT""",1.00,1761.00,357.00,373.91,63,74,68,36,45,42,27,29,26,12.99,12.41,2.20,2,2,26895,24008,23441,0,0,0,16467,14341,14208,12546,10842,10792,3921,3498,3416,0,0,0,0,0,0,3.9,1.1,1.47,0.95,12275,81,16018,90,8,132,757,1873,1873,,90,10
"""490490104041""","""Provo-Orem, UT""",1.00,2693.00,555.00,200.10,55,64,59,28,35,32,27,29,26,12.52,34.71,2.19,2,2,27258,24532,23997,0,0,0,16475,14337,14208,12495,10763,10711,3973,3575,3497,6,0,0,5,0,0,3.4,0.8,3.11,2.77,7588,92,5219,86,9,247,832,1453,1444,1507,86,14
"""490490002052""","""Provo-Orem, UT""",1.00,2130.00,531.00,251.85,57,67,62,31,38,35,27,29,26,11.91,25.11,2.21,2,2,26778,24035,23531,0,0,0,16509,14340,14209,12605,10837,10780,3903,3502,3429,0,0,0,0,0,0,3.6,0.6,2.60,2.11,10380,99,12490,90,5,188,556,1584,1612,1347,89,11
"""490111259062""","""Ogden-Clearfield, UT""",1.00,1988.00,659.00,905.87,59,69,66,33,42,40,25,27,26,10.39,7.56,2.16,2,2,25573,22884,23535,1,1,1,16072,13815,14209,12321,10460,10759,3728,3334,3429,23,21,21,21,19,19,2.7,3.1,1.80,0.73,10381,82,8940,87,19,81,1302,1777,1870,729,92,8
"""490039603004""","""Ogden-Clearfield, UT""",1.00,1238.00,445.00,382.14,43,50,48,18,23,21,25,27,26,9.52,11.08,2.10,2,2,26622,23919,24574,0,0,0,15881,13864,14211,12001,10379,10630,3881,3485,3581,0,0,0,0,0,0,3.9,0.9,1.99,1.16,2591,81,3518,85,14,119,1101,960,1152,313,77,23
"""490111261012""","""Ogden-Clearfield, UT""",1.00,1286.00,409.00,427.51,57,67,64,32,40,38,25,27,26,10.57,10.11,2.17,2,2,25382,22766,23398,1,1,1,16097,13813,14213,12378,10478,10786,3700,3317,3409,19,17,17,17,15,16,2.3,3.5,2.17,0.96,10798,100,10235,87,11,116,982,1686,1686,,94,6
"""490490105062""","""Provo-Orem, UT""",1.00,571.00,199.00,149.72,47,54,49,20,25,23,27,29,26,10.11,13.44,2.21,2,2,26058,23462,22970,1,1,1,16415,14318,14213,12596,10886,10855,3798,3419,3347,20,13,11,18,12,10,5.4,0.0,2.10,1.33,3249,72,2093,85,6,192,767,1033,1148,745,71,29
"""490490002062""","""Provo-Orem, UT""",1.00,1814.00,467.00,234.27,57,67,61,30,38,35,27,29,26,11.85,23.63,2.18,2,2,27228,24504,24012,0,0,0,16408,14319,14213,12439,10749,10715,3969,3570,3499,0,0,0,0,0,0,3.7,1.0,2.36,1.99,10995,95,15156,90,10,213,851,1571,1643,1291,79,21
"""490572102011""","""Ogden-Clearfield, UT""",1.00,2404.00,654.00,358.18,56,65,63,31,38,36,25,27,26,11.72,21.39,2.15,2,2,25269,22684,23309,3,3,3,16058,13825,14215,12251,10411,10707,3683,3305,3396,124,109,112,111,99,101,2.6,1.8,2.06,1.83,6554,100,4162,85,9,186,843,1627,1648,1423,91,9
"""490351130112""","""Salt Lake City, UT""",1.00,1229.00,322.00,622.60,71,84,78,45,56,52,26,28,26,12.13,6.28,2.16,2,2,25172,22406,23077,0,0,0,16018,13809,14220,12349,10544,10857,3669,3265,3363,0,0,0,0,0,0,2.9,3.4,1.14,0.52,15173,86,23861,91,17,78,1059,2326,2326,,91,9
"""490490006032""","""Provo-Orem, UT""",1.00,1350.00,327.00,345.46,62,73,67,35,44,41,26,29,26,12.22,11.56,2.16,2,2,27371,24633,24128,0,0,0,16329,14311,14221,12339,10722,10705,3990,3589,3516,0,0,0,0,0,0,3.6,2.0,1.15,0.95,10802,87,14634,90,22,98,1414,1823,2065,1099,75,25
"""490490034034""","""Provo-Orem, UT""",1.00,924.00,243.00,178.68,51,59,54,24,30,27,27,29,26,10.75,14.62,2.23,2,2,26070,23442,22949,2,1,1,16556,14365,14225,12725,10925,10859,3800,3416,3344,30,24,21,27,22,19,5.0,0.0,3.47,1.36,5139,76,5090,88,7,179,657,1234,1368,806,76,24
"""490490032052""","""Provo-Orem, UT""",1.00,1248.00,306.00,118.70,52,60,55,25,31,29,27,29,26,12.19,31.42,2.21,2,2,27068,24320,23783,1,0,0,16563,14371,14225,12604,10822,10756,3946,3544,3466,13,6,4,12,5,4,3.0,1.0,3.23,2.58,8372,100,6700,87,6,248,672,1288,1288,,94,6
"""490490034024""","""Provo-Orem, UT""",1.00,900.00,321.00,161.48,52,60,55,25,31,29,27,29,26,10.40,20.68,2.23,2,2,26864,24189,23655,1,1,1,16657,14401,14228,12719,10862,10769,3916,3525,3447,22,14,12,20,13,11,3.5,0.6,2.64,1.99,5201,87,5049,86,9,214,868,1297,1297,,87,13
"""490490030013""","""Provo-Orem, UT""",1.00,2118.00,503.00,299.46,54,63,58,27,34,31,27,29,26,11.96,20.10,2.24,2,2,26463,23879,23387,0,0,0,16674,14402,14229,12815,10922,10821,3858,3479,3408,1,0,0,1,0,0,4.1,0.2,2.76,1.68,7360,84,9083,89,10,175,943,1410,1366,1588,80,20
"""490490102182""","""Provo-Orem, UT""",1.00,619.00,160.00,244.20,72,86,79,44,55,51,28,31,28,12.77,8.37,2.34,2,2,28121,25333,24769,0,0,0,17436,15160,14979,13337,11468,11370,4099,3691,3609,0,0,0,0,0,0,1.6,1.3,0.78,0.66,8899,100,11015,89,22,92,1298,2283,2283,,94,6
"""490351139031""","""Salt Lake City, UT""",1.00,3310.00,940.00,656.79,51,59,55,25,31,29,26,28,26,11.64,16.67,2.12,2,2,26546,23641,24349,0,0,0,15961,13863,14237,12087,10418,10689,3870,3445,3548,5,0,0,4,0,0,1.8,5.5,2.57,1.43,10999,94,12099,87,23,109,1244,1299,1299,1298,95,5
"""490451307021""","""Salt Lake City, UT""",1.00,3637.00,916.00,522.34,53,62,58,27,34,32,26,28,26,12.16,21.33,2.14,2,2,26256,23687,24292,1,1,1,16032,13854,14237,12201,10400,10694,3827,3451,3540,4,3,3,3,2,3,2.6,2.2,2.70,1.75,4144,100,3331,84,14,146,1083,1423,1423,,85,15
"""490490001032""","""Provo-Orem, UT""",1.00,882.00,221.00,466.94,55,64,59,28,35,32,27,29,26,11.73,5.55,2.24,2,2,25934,23304,22786,4,3,3,16647,14411,14239,12802,10957,10863,3780,3396,3320,65,58,56,58,53,51,3.7,0.9,2.43,0.47,9244,83,14847,90,10,98,1001,1443,1443,,86,14
"""490572102013""","""Ogden-Clearfield, UT""",1.00,1290.00,376.00,164.02,50,58,55,24,31,29,25,27,26,11.06,25.35,2.14,2,2,25315,22726,23351,4,4,4,16070,13853,14240,12211,10388,10681,3690,3311,3403,169,153,156,152,138,140,2.6,1.6,2.34,2.29,7260,98,4720,85,12,148,993,1301,1295,1354,89,11
"""490490002061""","""Provo-Orem, UT""",1.00,1659.00,423.00,260.54,57,66,61,30,37,34,27,29,26,11.66,18.93,2.25,2,2,26598,23820,23259,0,0,0,16697,14428,14243,12819,10957,10854,3877,3471,3389,0,0,0,0,0,0,3.4,1.0,2.70,1.62,10732,83,15712,90,11,173,972,1537,1520,1696,91,9
"""490351128173""","""Salt Lake City, UT""",1.00,597.00,174.00,596.22,,,,,,,27,30,28,12.13,3.54,2.31,2,2,26272,23396,24102,0,0,0,17018,14750,15177,13188,11341,11665,3830,3409,3512,0,0,0,0,0,0,0.9,2.6,1.30,0.29,14560,100,33000,92,37,46,1467,,,,100,0
"""490572112012""","""Ogden-Clearfield, UT""",1.00,1091.00,297.00,386.87,59,69,66,34,42,40,25,27,26,12.03,9.24,2.15,2,2,26179,23537,24176,0,0,0,16087,13866,14253,12258,10428,10721,3816,3430,3523,14,9,9,12,8,8,1.4,6.0,1.00,0.77,8265,100,8662,85,32,92,1446,1788,1788,,92,8
"""490351129211""","""Salt Lake City, UT""",1.00,1248.00,319.00,223.78,56,66,62,31,38,35,26,28,26,11.48,16.37,2.16,2,2,24614,21952,22587,6,6,6,16056,13838,14254,12324,10501,10823,3588,3199,3291,144,138,140,130,125,126,1.9,4.0,2.25,1.43,19212,100,25139,91,22,143,1280,1589,1549,2133,93,7
"""490351128192""","""Salt Lake City, UT""",1.00,4855.00,1231.00,749.67,69,82,76,43,54,50,26,28,26,11.84,19.44,2.16,2,2,25445,22698,23355,2,2,2,16077,13851,14259,12319,10503,10813,3709,3307,3403,49,40,42,44,36,38,2.4,2.9,1.87,1.64,12588,98,22814,91,12,148,933,2234,2335,830,93,7
"""490490032032""","""Provo-Orem, UT""",1.00,1156.00,284.00,129.88,56,65,60,29,36,33,27,29,26,12.24,26.76,2.20,2,2,27289,24568,24040,0,0,0,16558,14394,14259,12576,10814,10756,3978,3580,3503,4,0,0,3,0,0,3.0,1.3,2.56,2.19,7956,100,6410,87,7,232,769,1489,1489,,90,10
"""490211107012""","""Cedar City, UT""",1.00,4020.00,1177.00,1081.67,73,86,59,40,50,33,33,36,26,11.52,12.53,1.97,2,2,25827,23237,24796,0,0,0,14469,12572,14259,10705,9185,10646,3763,3387,3613,0,0,0,0,0,0,2.7,3.2,1.85,1.09,4247,95,4148,84,18,99,1119,1462,1492,1313,83,17
"""490039603005""","""Ogden-Clearfield, UT""",1.00,1894.00,603.00,1699.59,45,52,50,20,25,23,25,27,26,11.06,3.92,2.10,2,2,26662,23725,24440,0,0,0,15885,13932,14262,11984,10474,10701,3886,3457,3561,14,0,0,13,0,0,4.4,0.2,2.36,0.35,2241,47,2622,85,49,38,1954,1047,1177,674,74,26
"""490490007092""","""Provo-Orem, UT""",1.00,1500.00,399.00,326.44,62,73,67,35,44,40,27,29,26,11.12,13.59,2.25,2,2,26337,23649,23121,2,1,1,16728,14451,14265,12861,10980,10871,3839,3446,3369,28,25,26,25,23,23,2.7,2.4,2.47,1.22,14220,94,21146,91,14,171,981,1810,1885,1141,90,10
"""490351146003""","""Salt Lake City, UT""",1.00,2404.00,776.00,342.09,59,69,65,33,41,38,26,28,26,10.82,24.55,2.16,2,2,25787,22843,23573,0,0,0,16098,13839,14274,12339,10511,10839,3759,3329,3435,0,0,0,0,0,0,2.6,2.6,2.54,2.27,14089,80,24704,91,16,152,1256,1713,1713,,98,2
"""490490102083""","""Provo-Orem, UT""",1.00,1384.00,303.00,383.04,66,78,72,38,48,44,28,30,28,13.32,10.53,2.32,2,2,28111,25339,24771,0,0,0,17322,15057,14878,13224,11365,11268,4098,3692,3609,0,0,0,0,0,0,1.5,1.9,1.02,0.79,8204,100,9218,88,24,92,1393,1972,1991,1646,94,6
"""490351128161""","""Salt Lake City, UT""",1.00,1985.00,492.00,642.90,68,81,75,42,53,49,26,28,26,11.40,8.73,2.15,2,2,24557,21989,22593,7,6,7,16024,13897,14276,12273,10531,10819,3580,3204,3292,172,162,165,155,146,149,2.7,2.8,0.99,0.77,12600,93,19575,90,24,118,1264,2183,2461,852,83,17
"""490451308004""","""Salt Lake City, UT""",1.00,1057.00,324.00,1285.27,49,57,53,23,29,27,26,28,26,11.26,2.84,2.11,2,2,26703,24060,24696,1,1,1,15943,13936,14276,12045,10425,10673,3892,3506,3598,6,5,5,5,4,5,3.1,2.2,1.42,0.25,1951,72,1787,81,64,33,1787,1201,1463,530,72,28
"""490070002003""","""Price, UT""",1.00,1230.00,525.00,2370.73,54,62,47,24,30,21,30,33,26,9.92,2.20,1.92,2,2,24014,21370,24416,1,0,1,13940,12202,14278,10429,9079,10707,3499,3115,3558,12,8,14,10,7,12,4.2,0.3,1.49,0.22,1346,55,1196,81,52,37,1696,930,979,813,70,30
"""490490034033""","""Provo-Orem, UT""",1.00,1384.00,430.00,149.14,48,56,51,21,27,24,27,29,26,10.38,29.94,2.24,2,2,26628,23884,23338,1,0,0,16671,14442,14279,12773,10956,10876,3882,3480,3401,17,6,2,15,5,2,4.8,0.0,3.63,2.88,5338,69,4987,88,9,229,772,1095,1075,1178,81,19
"""490351130173""","""Salt Lake City, UT""",1.00,2409.00,655.00,304.26,55,65,61,30,37,34,26,28,26,11.86,25.54,2.16,2,2,25688,22942,23600,1,1,1,16120,13856,14279,12354,10497,10824,3744,3343,3439,22,16,17,19,15,15,2.3,2.7,2.35,2.15,13241,96,15822,90,14,154,1062,1530,1530,,94,6
"""490532717011""","""St. George, UT""",1.00,3034.00,1043.00,1141.65,60,71,56,32,39,30,28,32,27,10.55,9.64,1.99,2,2,24803,22136,24377,0,0,0,14424,12919,14281,10810,9694,10729,3614,3226,3552,0,0,0,0,0,0,1.9,4.8,1.96,0.91,7047,94,9572,86,29,71,1443,1333,1301,1594,89,11
"""490532709011""","""St. George, UT""",1.00,3892.00,1227.00,24108.97,61,73,58,31,38,29,30,35,29,10.60,0.54,2.13,2,2,26299,23815,25905,1,1,1,15428,14206,15444,11590,10730,11662,3832,3470,3775,6,7,6,15,16,16,1.2,0.6,1.59,0.05,639,92,702,79,173,8,2961,1300,1412,999,73,27
"""490490021012""","""Provo-Orem, UT""",1.00,995.00,249.00,129.43,68,80,73,41,51,47,27,29,27,11.37,21.88,2.27,2,2,26068,23366,22826,2,2,2,16819,14489,14283,12986,11055,10927,3800,3405,3326,33,30,30,30,27,27,2.3,2.3,2.24,1.92,17311,100,24895,91,12,168,922,2107,2107,,96,4
"""490490001042""","""Provo-Orem, UT""",1.00,2270.00,597.00,369.40,56,65,60,29,36,33,27,29,27,11.29,18.24,2.25,2,2,26344,23701,23193,1,0,0,16720,14456,14283,12870,11000,10903,3840,3453,3380,10,3,1,9,3,0,3.5,0.4,2.23,1.62,9606,91,10874,90,10,155,1025,1491,1562,1100,85,15
"""490351130101""","""Salt Lake City, UT""",1.00,1144.00,302.00,219.86,53,62,58,27,34,32,26,28,27,12.07,16.58,2.14,2,2,25936,22972,23685,0,0,0,15993,13922,14287,12212,10575,10836,3781,3347,3451,0,0,0,0,0,0,2.5,3.6,1.71,1.37,17712,88,25498,91,24,111,1463,1423,1423,,90,10
"""490451310011""","""Salt Lake City, UT""",1.00,2949.00,738.00,742.42,52,60,56,26,32,30,26,28,27,12.21,12.14,2.15,2,2,26129,23333,24019,1,1,1,16062,13893,14289,12246,10489,10784,3809,3400,3500,7,4,5,6,4,4,2.5,2.9,2.39,0.99,6155,85,5009,85,20,89,1057,1331,1332,1322,91,9
"""490111261014""","""Ogden-Clearfield, UT""",1.00,826.00,335.00,250.16,51,59,57,25,32,30,25,27,27,9.05,12.12,2.18,2,2,25689,22962,23623,1,1,1,16187,13885,14289,12419,10519,10826,3745,3346,3442,24,20,20,21,18,18,2.0,3.3,2.23,1.34,9325,100,8499,87,9,159,888,1355,1355,,100,0
"""490351130174""","""Salt Lake City, UT""",1.00,2296.00,551.00,320.88,53,62,58,27,34,31,26,28,27,12.34,21.19,2.17,2,2,25752,23018,23673,1,0,0,16133,13871,14291,12363,10506,10830,3754,3354,3449,16,11,12,14,10,10,2.5,2.3,2.24,1.72,11522,94,13910,89,13,135,968,1402,1402,,93,7
"""490490009042""","""Provo-Orem, UT""",1.00,1110.00,335.00,182.73,58,68,62,31,38,35,27,29,27,10.86,19.91,2.28,2,2,26372,23639,23088,0,0,0,16873,14512,14292,13025,11068,10928,3844,3445,3364,3,0,0,3,0,0,2.6,1.7,2.42,1.83,14682,90,27128,92,13,231,1053,1580,1609,925,96,4
"""490111261041""","""Ogden-Clearfield, UT""",1.00,3452.00,879.00,1357.93,65,77,73,39,48,46,26,28,28,12.69,8.21,2.23,2,2,26983,23993,24721,1,0,0,16652,14512,14879,12704,11011,11270,3933,3496,3602,16,5,7,14,4,6,1.5,2.3,1.21,0.65,9305,94,9684,88,20,63,1160,2055,2055,,100,0
"""490351130102""","""Salt Lake City, UT""",1.00,1641.00,460.00,401.54,59,70,65,34,42,39,26,28,27,11.31,12.96,2.17,2,2,25081,22377,23024,1,1,1,16094,13886,14294,12404,10594,10908,3656,3261,3355,34,31,31,31,28,28,2.0,4.1,1.50,1.15,18320,100,28724,91,25,116,1362,1741,1741,,91,9
"""490111251031""","""Ogden-Clearfield, UT""",1.00,2716.00,714.00,1741.09,58,68,65,32,41,38,25,27,27,11.57,4.74,2.16,2,2,25975,23298,23946,0,0,0,16099,13917,14296,12312,10522,10807,3786,3395,3489,0,0,0,0,0,0,2.1,5.3,1.37,0.41,9343,96,10330,87,23,42,1573,1724,1815,985,89,11
"""490490105053""","""Provo-Orem, UT""",1.00,1196.00,291.00,340.18,53,62,57,26,32,29,28,30,28,11.82,10.11,2.31,2,2,27343,24685,24162,1,0,0,17188,15010,14880,13191,11408,11355,3986,3597,3521,11,6,4,10,5,4,3.7,0.0,1.68,0.86,3016,88,2059,85,9,115,800,1323,1323,,82,18
"""490111260022""","""Ogden-Clearfield, UT""",1.00,2380.00,649.00,620.42,49,57,55,24,30,28,25,27,27,11.07,11.58,2.18,2,2,25256,22601,23243,2,2,2,16174,13905,14301,12457,10583,10884,3682,3293,3387,35,29,30,32,26,27,2.6,1.7,2.21,1.05,12684,89,18139,91,18,74,1135,1262,1313,792,90,10
"""490351130084""","""Salt Lake City, UT""",1.00,1614.00,398.00,308.31,58,68,64,32,40,37,26,28,27,11.85,15.30,2.17,2,2,25413,22585,23259,1,1,1,16109,13905,14305,12378,10595,10895,3704,3291,3389,27,19,21,24,17,19,2.4,3.3,2.03,1.29,16893,100,19662,90,12,166,1010,1673,1673,,94,6
"""490572103031""","""Ogden-Clearfield, UT""",1.00,2580.00,823.00,1961.15,56,65,62,29,36,35,26,29,28,11.24,4.72,2.26,2,2,26873,24182,24834,1,1,1,16851,14616,15000,12887,11057,11344,3917,3524,3619,47,35,37,42,31,33,1.0,1.8,1.98,0.42,4621,97,3372,84,46,40,1382,1550,1566,1321,93,7
"""490532705002""","""St. George, UT""",1.00,2902.00,776.00,508.96,67,80,63,38,48,36,28,32,27,11.24,17.14,1.99,2,2,24456,21834,24051,1,1,1,14411,12930,14313,10842,9744,10803,3564,3182,3505,6,5,5,14,12,13,2.7,1.7,2.07,1.52,4471,98,3019,84,9,177,815,1620,1672,1146,90,10
"""490490101112""","""Provo-Orem, UT""",1.00,3050.00,827.00,339.38,57,66,61,30,37,34,27,29,27,11.23,27.36,2.22,2,2,27383,24415,23788,0,0,0,16645,14471,14313,12650,10914,10847,3992,3558,3466,3,0,0,3,0,0,3.8,0.3,2.69,2.44,7744,70,7502,88,9,179,848,1533,1551,1174,95,5
"""490490102191""","""Provo-Orem, UT""",1.00,1701.00,468.00,413.58,66,78,72,39,49,45,27,29,27,11.27,12.75,2.23,2,2,27214,24422,23853,0,0,0,16673,14475,14313,12706,10917,10837,3967,3559,3476,0,0,0,0,0,0,3.6,0.9,1.10,1.13,8676,77,10005,89,16,99,1009,2025,2189,1042,86,14
