tract_geoid,median_income,population,households,year,income_source,population_source,households_source
49003960100,53561.0,2739.0,866.0,2009,acs,acs,acs
49003960100,55603.0,2741.0,874.0,2010,acs,acs,acs
49003960100,56107.0,3049.0,895.0,2011,acs,acs,acs
49003960100,56950.0,2890.0,913.0,2012,acs,acs,acs
49003960100,57907.0,3019.0,920.0,2013,acs,acs,acs
49003960100,60639.0,2908.0,919.0,2014,acs,acs,acs
49003960100,59022.0,2895.0,924.0,2015,acs,acs,acs
49003960100,60181.0,2879.0,927.0,2016,acs,acs,acs
49003960100,61350.0,2919.0,963.0,2017,acs,acs,acs
49003960100,63833.0,2989.0,974.0,2018,acs,acs,acs
49003960100,63815.0,3265.0,1015.0,2019,acs,acs,acs
49003960100,67297.0,3417.0,1028.0,2020,acs,acs,acs
49003960100,76298.0,4259.0,1119.0,2021,acs,acs,acs
49003960100,81406.0,4087.0,1074.0,2022,acs,acs,acs
49003960100,87091.0,4055.0,1116.0,2023,acs,acs,acs
49003960100,91017.0,4043.0,1209.0,2024,acs,acs,acs
49003960200,54012.0,6399.0,2009.0,2009,acs,acs,acs
49003960200,54368.0,6528.0,2050.0,2010,acs,acs,acs
49003960200,54018.0,6692.0,2164.0,2011,acs,acs,acs
49003960200,56732.0,6582.0,2155.0,2012,acs,acs,acs
49003960200,55717.0,6534.0,2163.0,2013,acs,acs,acs
49003960200,58420.0,6801.0,2197.0,2014,acs,acs,acs
49003960200,59044.0,7028.0,2308.0,2015,acs,acs,acs
49003960200,61372.0,7167.0,2262.0,2016,acs,acs,acs
49003960200,64196.0,7499.0,2347.0,2017,acs,acs,acs
49003960200,67225.0,7947.0,2461.0,2018,acs,acs,acs
49003960200,67370.0,7929.0,2417.0,2019,acs,acs,acs
49003960200,68940.0,7961.0,2434.0,2020,acs,acs,acs
49003960200,75000.0,8037.0,2456.0,2021,acs,acs,acs
49003960200,75645.0,8162.0,2375.0,2022,acs,acs,acs
49003960200,78497.0,8156.0,2455.0,2023,acs,acs,acs
49003960200,85393.0,8178.0,2451.0,2024,acs,acs,acs
49003960300,55282.0,7179.0,2246.0,2009,acs,acs,acs
49003960300,56357.0,7650.0,2388.0,2010,acs,acs,acs
49003960300,52852.0,7563.0,2418.0,2011,acs,acs,acs
49003960300,52475.0,7951.0,2517.0,2012,acs,acs,acs
49003960300,54655.0,8074.0,2635.0,2013,acs,acs,acs
49003960300,53162.0,8256.0,2597.0,2014,acs,acs,acs
49003960300,45987.0,8383.0,2641.0,2015,acs,acs,acs
49003960300,49053.0,8905.0,2594.0,2016,acs,acs,acs
49003960300,50866.0,8887.0,2664.0,2017,acs,acs,acs
49003960300,49552.0,8810.0,2681.0,2018,acs,acs,acs
49003960300,52283.0,8960.0,2818.0,2019,acs,acs,acs
49003960301,54508.0,3696.0,1366.0,2020,acs,acs,acs
49003960301,63245.0,4024.0,1441.0,2021,acs,acs,acs
49003960301,69743.0,4356.0,1488.0,2022,acs,acs,acs
49003960301,77872.0,5090.0,1558.0,2023,acs,acs,acs
49003960301,77917.0,5334.0,1617.0,2024,acs,acs,acs
49003960302,59693.0,5611.0,1781.0,2020,acs,acs,acs
49003960302,59697.0,5607.0,1924.0,2021,acs,acs,acs
49003960302,61940.0,6022.0,2042.0,2022,acs,acs,acs
49003960302,70518.0,6107.0,2146.0,2023,acs,acs,acs
49003960302,72692.0,6586.0,2284.0,2024,acs,acs,acs
49003960400,53527.0,4784.0,1526.0,2009,acs,acs,acs
49003960400,54786.0,4971.0,1524.0,2010,acs,acs,acs
49003960400,58419.0,4944.0,1527.0,2011,acs,acs,acs
49003960400,58636.0,5133.0,1570.0,2012,acs,acs,acs
49003960400,61767.0,5061.0,1591.0,2013,acs,acs,acs
49003960400,62824.0,5030.0,1551.0,2014,acs,acs,acs
49003960400,61750.0,4770.0,1524.0,2015,acs,acs,acs
49003960400,61797.0,4628.0,1518.0,2016,acs,acs,acs
49003960400,58828.0,4738.0,1582.0,2017,acs,acs,acs
49003960400,64648.0,4551.0,1535.0,2018,acs,acs,acs
49003960400,63203.0,4913.0,1589.0,2019,acs,acs,acs
49003960400,68413.0,5116.0,1572.0,2020,acs,acs,acs
49003960400,72529.0,5239.0,1561.0,2021,acs,acs,acs
49003960400,75777.0,5272.0,1655.0,2022,acs,acs,acs
49003960400,80656.0,5370.0,1669.0,2023,acs,acs,acs
49003960400,92708.0,5492.0,1676.0,2024,acs,acs,acs
49003960500,47336.0,5102.0,1749.0,2009,acs,acs,acs
49003960500,50161.0,5141.0,1700.0,2010,acs,acs,acs
49003960500,52792.0,5004.0,1685.0,2011,acs,acs,acs
49003960500,53860.0,4939.0,1644.0,2012,acs,acs,acs
49003960500,61815.0,5143.0,1635.0,2013,acs,acs,acs
49003960500,62450.0,5039.0,1646.0,2014,acs,acs,acs
49003960500,58574.0,4994.0,1631.0,2015,acs,acs,acs
49003960500,54646.0,5077.0,1695.0,2016,acs,acs,acs
49003960500,53802.0,5058.0,1728.0,2017,acs,acs,acs
49003960500,54043.0,5423.0,1784.0,2018,acs,acs,acs
49003960500,57022.0,5548.0,1782.0,2019,acs,acs,acs
49003960500,56587.0,5582.0,1794.0,2020,acs,acs,acs
49003960500,61023.0,5361.0,1729.0,2021,acs,acs,acs
49003960500,71911.0,5442.0,1839.0,2022,acs,acs,acs
49003960500,72734.0,5376.0,1874.0,2023,acs,acs,acs
49003960500,78926.0,5449.0,1919.0,2024,acs,acs,acs
49003960600,57000.0,6448.0,2104.0,2009,acs,acs,acs
49003960601,47292.0,3201.0,1250.0,2010,acs,acs,acs
49003960601,48444.0,3678.0,1372.0,2011,acs,acs,acs
49003960601,47661.0,3772.0,1376.0,2012,acs,acs,acs
49003960601,49583.0,3822.0,1374.0,2013,acs,acs,acs
49003960601,46914.0,3621.0,1337.0,2014,acs,acs,acs
49003960601,41354.0,3661.0,1359.0,2015,acs,acs,acs
49003960601,40625.0,3570.0,1372.0,2016,acs,acs,acs
49003960601,50417.0,3412.0,1309.0,2017,acs,acs,acs
49003960601,52500.0,3612.0,1356.0,2018,acs,acs,acs
49003960601,48750.0,3638.0,1274.0,2019,acs,acs,acs
49003960601,59145.0,3643.0,1289.0,2020,acs,acs,acs
49003960601,59286.0,3754.0,1368.0,2021,acs,acs,acs
49003960601,53879.0,3812.0,1444.0,2022,acs,acs,acs
49003960601,63859.0,4005.0,1457.0,2023,acs,acs,acs
49003960601,59167.0,3776.0,1400.0,2024,acs,acs,acs
49003960602,63950.0,2595.0,789.0,2010,acs,acs,acs
49003960602,65714.0,2546.0,752.0,2011,acs,acs,acs
49003960602,63065.0,2712.0,811.0,2012,acs,acs,acs
49003960602,57371.0,2635.0,791.0,2013,acs,acs,acs
49003960602,60833.0,2578.0,820.0,2014,acs,acs,acs
49003960602,61797.0,2483.0,771.0,2015,acs,acs,acs
49003960602,63906.0,2427.0,851.0,2016,acs,acs,acs
49003960602,71833.0,2454.0,854.0,2017,acs,acs,acs
49003960602,66094.0,2456.0,871.0,2018,acs,acs,acs
49003960602,72330.0,2378.0,847.0,2019,acs,acs,acs
49003960602,81000.0,2602.0,898.0,2020,acs,acs,acs
49003960602,85324.0,2774.0,933.0,2021,acs,acs,acs
49003960602,84844.0,2745.0,945.0,2022,acs,acs,acs
49003960602,90132.0,2847.0,968.0,2023,acs,acs,acs
49003960602,93594.0,2890.0,988.0,2024,acs,acs,acs
49003960701,58594.0,4907.0,1527.0,2009,acs,acs,acs
49003960701,55347.0,4630.0,1576.0,2010,acs,acs,acs
49003960701,54727.0,4593.0,1531.0,2011,acs,acs,acs
49003960701,53631.0,4602.0,1547.0,2012,acs,acs,acs
49003960701,49211.0,4636.0,1538.0,2013,acs,acs,acs
49003960701,49652.0,5001.0,1566.0,2014,acs,acs,acs
49003960701,48269.0,5167.0,1564.0,2015,acs,acs,acs
49003960701,47646.0,5216.0,1661.0,2016,acs,acs,acs
49003960701,48904.0,5271.0,1667.0,2017,acs,acs,acs
49003960701,52634.0,5063.0,1779.0,2018,acs,acs,acs
49003960701,51847.0,5327.0,1895.0,2019,acs,acs,acs
49003960701,51644.0,5257.0,1767.0,2020,acs,acs,acs
49003960701,57689.0,5176.0,1698.0,2021,acs,acs,acs
49003960701,64818.0,5306.0,1652.0,2022,acs,acs,acs
49003960701,67454.0,5328.0,1652.0,2023,acs,acs,acs
49003960701,80857.0,5545.0,1642.0,2024,acs,acs,acs
49003960702,45556.0,2511.0,934.0,2009,acs,acs,acs
49003960702,47607.0,2447.0,913.0,2010,acs,acs,acs
49003960702,47696.0,2458.0,900.0,2011,acs,acs,acs
49003960702,47500.0,2492.0,890.0,2012,acs,acs,acs
49003960702,42614.0,2443.0,875.0,2013,acs,acs,acs
49003960702,44706.0,2392.0,884.0,2014,acs,acs,acs
49003960702,41894.0,2452.0,874.0,2015,acs,acs,acs
49003960702,39688.0,2663.0,959.0,2016,acs,acs,acs
49003960702,36910.0,2839.0,1029.0,2017,acs,acs,acs
49003960702,40313.0,2851.0,1051.0,2018,acs,acs,acs
49003960702,45924.0,2773.0,1001.0,2019,acs,acs,acs
49003960702,53427.0,2693.0,967.0,2020,acs,acs,acs
49003960702,55000.0,2662.0,962.0,2021,acs,acs,acs
49003960702,47500.0,2785.0,1058.0,2022,acs,acs,acs
49003960702,46563.0,2613.0,1002.0,2023,acs,acs,acs
49003960702,49455.0,2696.0,1019.0,2024,acs,acs,acs
49003960801,57500.0,4397.0,1316.0,2009,acs,acs,acs
49003960801,55387.0,4217.0,1259.0,2010,acs,acs,acs
49003960801,59345.0,4318.0,1276.0,2011,acs,acs,acs
49003960801,58454.0,4242.0,1331.0,2012,acs,acs,acs
49003960801,61389.0,4384.0,1314.0,2013,acs,acs,acs
49003960801,62625.0,4512.0,1359.0,2014,acs,acs,acs
49003960801,69570.0,4647.0,1419.0,2015,acs,acs,acs
49003960801,71731.0,4461.0,1430.0,2016,acs,acs,acs
49003960801,74158.0,4525.0,1491.0,2017,acs,acs,acs
49003960801,77042.0,4532.0,1495.0,2018,acs,acs,acs
49003960801,77961.0,4373.0,1459.0,2019,acs,acs,acs
49003960801,83750.0,4382.0,1419.0,2020,acs,acs,acs
49003960801,91087.0,4540.0,1416.0,2021,acs,acs,acs
49003960801,104500.0,4814.0,1478.0,2022,acs,acs,acs
49003960801,110125.0,5180.0,1610.0,2023,acs,acs,acs
49003960801,120129.0,5792.0,1727.0,2024,acs,acs,acs
49003960802,66714.0,3431.0,1114.0,2009,acs,acs,acs
49003960802,73750.0,4100.0,1289.0,2010,acs,acs,acs
49003960802,75156.0,4248.0,1371.0,2011,acs,acs,acs
49003960802,82740.0,4345.0,1363.0,2012,acs,acs,acs
49003960802,87994.0,4409.0,1371.0,2013,acs,acs,acs
49003960802,88229.0,4475.0,1347.0,2014,acs,acs,acs
49003960802,83264.0,4511.0,1389.0,2015,acs,acs,acs
49003960802,82656.0,4535.0,1386.0,2016,acs,acs,acs
49003960802,87112.0,4580.0,1401.0,2017,acs,acs,acs
49003960802,91042.0,4767.0,1315.0,2018,acs,acs,acs
49003960802,92091.0,4842.0,1472.0,2019,acs,acs,acs
49003960802,83253.0,4993.0,1496.0,2020,acs,acs,acs
49003960802,90694.0,5458.0,1587.0,2021,acs,acs,acs
49003960802,98359.0,5488.0,1507.0,2022,acs,acs,acs
49003960802,100625.0,5598.0,1643.0,2023,acs,acs,acs
49003960802,106435.0,5465.0,1625.0,2024,acs,acs,acs
49011125102,102101.0,4076.0,1169.0,2009,acs,acs,acs
49011125102,102257.0,3917.0,1141.0,2010,acs,acs,acs
49011125102,104557.0,4104.0,1189.0,2011,acs,acs,acs
49011125102,104571.0,4151.0,1212.0,2012,acs,acs,acs
49011125102,103462.0,4271.0,1244.0,2013,acs,acs,acs
49011125102,108016.0,4453.0,1211.0,2014,acs,acs,acs
49011125102,104815.0,4446.0,1208.0,2015,acs,acs,acs
49011125102,102829.0,4327.0,1237.0,2016,acs,acs,acs
49011125102,100597.0,4237.0,1217.0,2017,acs,acs,acs
49011125102,102019.0,4340.0,1275.0,2018,acs,acs,acs
49011125102,98152.0,4308.0,1330.0,2019,acs,acs,acs
49011125102,103603.0,3921.0,1331.0,2020,acs,acs,acs
49011125102,119076.0,3889.0,1261.0,2021,acs,acs,acs
49011125102,133393.0,4207.0,1378.0,2022,acs,acs,acs
49011125102,145063.0,4486.0,1484.0,2023,acs,acs,acs
49011125102,143621.0,4606.0,1508.0,2024,acs,acs,acs
49011125103,63365.0,3855.0,1177.0,2009,acs,acs,acs
49011125103,68333.0,4038.0,1194.0,2010,acs,acs,acs
49011125103,71053.0,4473.0,1256.0,2011,acs,acs,acs
49011125103,67273.0,4741.0,1314.0,2012,acs,acs,acs
49011125103,67231.0,4871.0,1306.0,2013,acs,acs,acs
49011125103,72895.0,5178.0,1408.0,2014,acs,acs,acs
49011125103,74514.0,5062.0,1421.0,2015,acs,acs,acs
49011125103,74178.0,5158.0,1486.0,2016,acs,acs,acs
49011125103,76146.0,5669.0,1605.0,2017,acs,acs,acs
49011125103,77148.0,5910.0,1761.0,2018,acs,acs,acs
49011125103,82872.0,6187.0,1878.0,2019,acs,acs,acs
49011125103,82401.0,6342.0,1981.0,2020,acs,acs,acs
49011125103,88656.0,6875.0,2220.0,2021,acs,acs,acs
49011125103,96250.0,7058.0,2320.0,2022,acs,acs,acs
49011125103,97344.0,7454.0,2362.0,2023,acs,acs,acs
49011125103,107601.0,7629.0,2467.0,2024,acs,acs,acs
49011125104,89766.0,5456.0,1470.0,2009,acs,acs,acs
49011125104,91633.0,5421.0,1504.0,2010,acs,acs,acs
49011125104,94321.0,5829.0,1634.0,2011,acs,acs,acs
49011125104,96311.0,6153.0,1678.0,2012,acs,acs,acs
49011125104,91391.0,6014.0,1733.0,2013,acs,acs,acs
49011125104,89233.0,6290.0,1735.0,2014,acs,acs,acs
49011125104,97986.0,6435.0,1726.0,2015,acs,acs,acs
49011125104,94297.0,6446.0,1739.0,2016,acs,acs,acs
49011125104,105032.0,6194.0,1697.0,2017,acs,acs,acs
49011125104,110750.0,6306.0,1693.0,2018,acs,acs,acs
49011125104,115263.0,6157.0,1672.0,2019,acs,acs,acs
49011125104,130114.0,6485.0,1890.0,2020,acs,acs,acs
49011125104,133646.0,6610.0,1965.0,2021,acs,acs,acs
49011125104,141406.0,6379.0,1932.0,2022,acs,acs,acs
49011125104,155938.0,6305.0,1946.0,2023,acs,acs,acs
49011125104,154236.0,6003.0,1891.0,2024,acs,acs,acs
49011125200,46654.0,3631.0,935.0,2009,acs,acs,acs
49011125200,46065.0,3732.0,1035.0,2010,acs,acs,acs
49011125200,41587.0,3637.0,1015.0,2011,acs,acs,acs
49011125200,45975.0,3646.0,1029.0,2012,acs,acs,acs
49011125200,46553.0,3549.0,974.0,2013,acs,acs,acs
49011125200,43851.0,3373.0,940.0,2014,acs,acs,acs
49011125200,46326.0,3350.0,903.0,2015,acs,acs,acs
49011125200,48382.0,3370.0,920.0,2016,acs,acs,acs
49011125200,52064.0,3622.0,1023.0,2017,acs,acs,acs
49011125200,50455.0,3362.0,962.0,2018,acs,acs,acs
49011125200,54145.0,3487.0,1031.0,2019,acs,acs,acs
49011125201,57083.0,3070.0,1020.0,2020,acs,acs,acs
49011125201,61425.0,3076.0,976.0,2021,acs,acs,acs
49011125201,63175.0,3075.0,970.0,2022,acs,acs,acs
49011125201,68761.0,3229.0,1010.0,2023,acs,acs,acs
49011125201,69167.0,3378.0,1024.0,2024,acs,acs,acs
49011125301,47986.0,4935.0,1618.0,2009,acs,acs,acs
49011125301,50116.0,5090.0,1766.0,2010,acs,acs,acs
49011125301,45500.0,5146.0,1844.0,2011,acs,acs,acs
49011125301,46904.0,5116.0,1789.0,2012,acs,acs,acs
49011125301,51019.0,5125.0,1768.0,2013,acs,acs,acs
49011125301,51658.0,5130.0,1739.0,2014,acs,acs,acs
49011125301,47143.0,5141.0,1710.0,2015,acs,acs,acs
49011125301,50106.0,5150.0,1684.0,2016,acs,acs,acs
49011125301,56750.0,5181.0,1683.0,2017,acs,acs,acs
49011125301,59073.0,5188.0,1681.0,2018,acs,acs,acs
49011125301,62219.0,5261.0,1674.0,2019,acs,acs,acs
49011125301,63564.0,5274.0,1584.0,2020,acs,acs,acs
49011125301,62825.0,5421.0,1647.0,2021,acs,acs,acs
49011125301,64521.0,5390.0,1663.0,2022,acs,acs,acs
49011125301,74125.0,5517.0,1750.0,2023,acs,acs,acs
49011125301,76273.0,5530.0,1718.0,2024,acs,acs,acs
49011125303,65884.0,8701.0,2414.0,2009,acs,acs,acs
49011125303,66497.0,10032.0,2747.0,2010,acs,acs,acs
49011125303,71566.0,10281.0,2758.0,2011,acs,acs,acs
49011125303,72961.0,10697.0,2989.0,2012,acs,acs,acs
49011125303,73250.0,10860.0,3059.0,2013,acs,acs,acs
49011125303,75450.0,10764.0,3115.0,2014,acs,acs,acs
49011125303,76275.0,10615.0,3106.0,2015,acs,acs,acs
49011125303,76145.0,11021.0,3213.0,2016,acs,acs,acs
49011125303,80495.0,11400.0,3209.0,2017,acs,acs,acs
49011125303,85186.0,11482.0,3237.0,2018,acs,acs,acs
49011125303,89844.0,11604.0,3252.0,2019,acs,acs,acs
49011125304,56806.0,5071.0,1511.0,2009,acs,acs,acs
49011125304,58346.0,4780.0,1401.0,2010,acs,acs,acs
49011125304,62067.0,4819.0,1439.0,2011,acs,acs,acs
49011125304,60223.0,5008.0,1484.0,2012,acs,acs,acs
49011125304,66900.0,5115.0,1556.0,2013,acs,acs,acs
49011125304,65521.0,5327.0,1570.0,2014,acs,acs,acs
49011125304,67778.0,5403.0,1560.0,2015,acs,acs,acs
49011125304,68788.0,5153.0,1554.0,2016,acs,acs,acs
49011125304,68500.0,5240.0,1596.0,2017,acs,acs,acs
49011125304,69464.0,5352.0,1626.0,2018,acs,acs,acs
49011125304,73788.0,5345.0,1602.0,2019,acs,acs,acs
49011125304,74125.0,5032.0,1481.0,2020,acs,acs,acs
49011125304,72442.0,5408.0,1576.0,2021,acs,acs,acs
49011125304,93472.0,5336.0,1525.0,2022,acs,acs,acs
49011125304,98172.0,5303.0,1546.0,2023,acs,acs,acs
49011125304,101450.0,4948.0,1490.0,2024,acs,acs,acs
49011125305,67445.0,6527.0,1917.0,2009,acs,acs,acs
49011125305,70240.0,5633.0,1726.0,2010,acs,acs,acs
49011125305,72554.0,6019.0,1821.0,2011,acs,acs,acs
49011125305,73429.0,6373.0,1922.0,2012,acs,acs,acs
49011125305,73313.0,6336.0,1901.0,2013,acs,acs,acs
49011125305,76096.0,6425.0,1890.0,2014,acs,acs,acs
49011125305,77357.0,6729.0,1935.0,2015,acs,acs,acs
49011125305,79367.0,6800.0,1958.0,2016,acs,acs,acs
49011125305,79442.0,6466.0,1865.0,2017,acs,acs,acs
49011125305,86134.0,6592.0,1950.0,2018,acs,acs,acs
49011125305,89145.0,6618.0,1889.0,2019,acs,acs,acs
49011125305,93648.0,6356.0,1913.0,2020,acs,acs,acs
49011125305,92576.0,6330.0,1966.0,2021,acs,acs,acs
49011125305,101719.0,6460.0,1991.0,2022,acs,acs,acs
49011125305,110596.0,6477.0,2001.0,2023,acs,acs,acs
49011125305,106053.0,5988.0,1916.0,2024,acs,acs,acs
49011125306,105688.0,5041.0,1219.0,2020,acs,acs,acs
49011125306,111897.0,4817.0,1316.0,2021,acs,acs,acs
49011125306,128095.0,4938.0,1322.0,2022,acs,acs,acs
49011125306,132832.0,4850.0,1337.0,2023,acs,acs,acs
49011125306,135625.0,4851.0,1295.0,2024,acs,acs,acs
49011125307,91810.0,7260.0,1948.0,2020,acs,acs,acs
49011125307,101352.0,7935.0,2136.0,2021,acs,acs,acs
49011125307,110979.0,7964.0,2251.0,2022,acs,acs,acs
49011125307,112595.0,8369.0,2297.0,2023,acs,acs,acs
49011125307,121862.0,8853.0,2368.0,2024,acs,acs,acs
49011125401,76071.0,9559.0,2678.0,2009,acs,acs,acs
49011125401,79298.0,10405.0,2956.0,2010,acs,acs,acs
49011125401,83667.0,10939.0,3112.0,2011,acs,acs,acs
49011125401,84092.0,11102.0,3025.0,2012,acs,acs,acs
49011125401,87679.0,11613.0,3082.0,2013,acs,acs,acs
49011125401,89414.0,12239.0,3312.0,2014,acs,acs,acs
49011125401,90286.0,11976.0,3300.0,2015,acs,acs,acs
49011125401,91184.0,12123.0,3271.0,2016,acs,acs,acs
49011125401,92194.0,12549.0,3517.0,2017,acs,acs,acs
49011125401,95093.0,13168.0,3689.0,2018,acs,acs,acs
49011125401,96622.0,12999.0,3595.0,2019,acs,acs,acs
49011125403,74310.0,9373.0,2495.0,2009,acs,acs,acs
49011125403,76379.0,9724.0,2629.0,2010,acs,acs,acs
49011125403,81332.0,10490.0,2807.0,2011,acs,acs,acs
49011125403,82694.0,11049.0,2916.0,2012,acs,acs,acs
49011125403,81064.0,11719.0,3085.0,2013,acs,acs,acs
49011125403,81881.0,11991.0,3142.0,2014,acs,acs,acs
49011125403,81709.0,12611.0,3342.0,2015,acs,acs,acs
49011125403,82872.0,12946.0,3322.0,2016,acs,acs,acs
49011125403,84798.0,13693.0,3636.0,2017,acs,acs,acs
49011125403,89311.0,13881.0,3687.0,2018,acs,acs,acs
49011125403,94404.0,14505.0,3863.0,2019,acs,acs,acs
49011125404,71154.0,11382.0,2970.0,2009,acs,acs,acs
49011125405,66198.0,9794.0,2308.0,2010,acs,acs,acs
49011125405,73555.0,10395.0,2496.0,2011,acs,acs,acs
49011125405,72648.0,10145.0,2448.0,2012,acs,acs,acs
49011125405,74034.0,10346.0,2509.0,2013,acs,acs,acs
49011125405,76404.0,10240.0,2582.0,2014,acs,acs,acs
49011125405,77359.0,10204.0,2574.0,2015,acs,acs,acs
49011125405,78389.0,10372.0,2546.0,2016,acs,acs,acs
49011125405,85338.0,10702.0,2545.0,2017,acs,acs,acs
49011125405,88099.0,11626.0,2640.0,2018,acs,acs,acs
49011125405,91728.0,10519.0,2489.0,2019,acs,acs,acs
49011125406,80795.0,6939.0,1796.0,2010,acs,acs,acs
49011125406,78571.0,7040.0,1920.0,2011,acs,acs,acs
49011125406,81853.0,7126.0,1896.0,2012,acs,acs,acs
49011125406,81371.0,7382.0,1954.0,2013,acs,acs,acs
49011125406,82342.0,7182.0,1971.0,2014,acs,acs,acs
49011125406,90694.0,7487.0,2063.0,2015,acs,acs,acs
49011125406,92879.0,7738.0,2016.0,2016,acs,acs,acs
49011125406,92236.0,8239.0,2201.0,2017,acs,acs,acs
49011125406,91652.0,8451.0,2247.0,2018,acs,acs,acs
49011125406,99485.0,8839.0,2290.0,2019,acs,acs,acs
49011125407,99563.0,7558.0,2186.0,2020,acs,acs,acs
49011125407,104253.0,7702.0,2322.0,2021,acs,acs,acs
49011125407,130625.0,8159.0,2448.0,2022,acs,acs,acs
49011125407,140977.0,8410.0,2546.0,2023,acs,acs,acs
49011125407,144590.0,8390.0,2461.0,2024,acs,acs,acs
49011125408,104774.0,6363.0,1689.0,2020,acs,acs,acs
49011125408,112388.0,6334.0,1846.0,2021,acs,acs,acs
49011125408,138496.0,6542.0,1899.0,2022,acs,acs,acs
49011125408,143900.0,6887.0,1938.0,2023,acs,acs,acs
49011125408,143514.0,8085.0,2292.0,2024,acs,acs,acs
49011125409,105692.0,5063.0,1333.0,2020,acs,acs,acs
49011125409,112348.0,5364.0,1429.0,2021,acs,acs,acs
49011125409,122606.0,5352.0,1449.0,2022,acs,acs,acs
49011125409,126324.0,5639.0,1614.0,2023,acs,acs,acs
49011125409,127978.0,5551.0,1604.0,2024,acs,acs,acs
49011125410,127778.0,3975.0,1052.0,2020,acs,acs,acs
49011125410,144107.0,4059.0,1096.0,2021,acs,acs,acs
49011125410,125636.0,4038.0,1080.0,2022,acs,acs,acs
49011125410,132367.0,4061.0,1047.0,2023,acs,acs,acs
49011125410,140256.0,3951.0,1078.0,2024,acs,acs,acs
49011125411,82399.0,6284.0,1739.0,2020,acs,acs,acs
49011125411,89861.0,6721.0,1851.0,2021,acs,acs,acs
49011125411,113056.0,7002.0,1956.0,2022,acs,acs,acs
49011125411,122727.0,7685.0,2190.0,2023,acs,acs,acs
49011125411,124458.0,8905.0,2514.0,2024,acs,acs,acs
49011125412,74464.0,2283.0,742.0,2020,acs,acs,acs
49011125412,76944.0,2470.0,684.0,2021,acs,acs,acs
49011125412,83867.0,2523.0,702.0,2022,acs,acs,acs
49011125412,90625.0,2483.0,707.0,2023,acs,acs,acs
49011125412,110192.0,2607.0,730.0,2024,acs,acs,acs
49011125413,135287.0,5962.0,1446.0,2020,acs,acs,acs
49011125413,136836.0,6441.0,1528.0,2021,acs,acs,acs
49011125413,147523.0,6571.0,1629.0,2022,acs,acs,acs
49011125413,137188.0,6227.0,1632.0,2023,acs,acs,acs
49011125413,140107.0,6200.0,1643.0,2024,acs,acs,acs
49011125414,97056.0,4729.0,1193.0,2020,acs,acs,acs
49011125414,103235.0,4698.0,1228.0,2021,acs,acs,acs
49011125414,124856.0,4607.0,1221.0,2022,acs,acs,acs
49011125414,131827.0,4692.0,1271.0,2023,acs,acs,acs
49011125414,128529.0,4835.0,1348.0,2024,acs,acs,acs
49011125415,105967.0,6117.0,1446.0,2020,acs,acs,acs
49011125415,107778.0,6312.0,1536.0,2021,acs,acs,acs
49011125415,118178.0,6226.0,1546.0,2022,acs,acs,acs
49011125415,124714.0,6008.0,1563.0,2023,acs,acs,acs
49011125415,129902.0,5700.0,1520.0,2024,acs,acs,acs
49011125501,68373.0,5261.0,1608.0,2009,acs,acs,acs
49011125501,61175.0,5160.0,1653.0,2010,acs,acs,acs
49011125501,62528.0,5090.0,1583.0,2011,acs,acs,acs
49011125501,62206.0,5189.0,1552.0,2012,acs,acs,acs
49011125501,57140.0,5480.0,1579.0,2013,acs,acs,acs
49011125501,57565.0,5829.0,1678.0,2014,acs,acs,acs
49011125501,58642.0,5868.0,1665.0,2015,acs,acs,acs
49011125501,58168.0,5910.0,1730.0,2016,acs,acs,acs
49011125501,59470.0,5883.0,1772.0,2017,acs,acs,acs
49011125501,61966.0,5769.0,1760.0,2018,acs,acs,acs
49011125501,65231.0,6038.0,1828.0,2019,acs,acs,acs
49011125501,74597.0,6208.0,2049.0,2020,acs,acs,acs
49011125501,79614.0,6547.0,2187.0,2021,acs,acs,acs
49011125501,90289.0,6821.0,2237.0,2022,acs,acs,acs
49011125501,95027.0,7104.0,2404.0,2023,acs,acs,acs
49011125501,97528.0,7219.0,2418.0,2024,acs,acs,acs
49011125502,47223.0,4713.0,1431.0,2009,acs,acs,acs
49011125502,53237.0,5067.0,1545.0,2010,acs,acs,acs
49011125502,51757.0,5016.0,1604.0,2011,acs,acs,acs
49011125502,51322.0,5188.0,1625.0,2012,acs,acs,acs
49011125502,50500.0,4993.0,1608.0,2013,acs,acs,acs
49011125502,52639.0,5522.0,1666.0,2014,acs,acs,acs
49011125502,49848.0,5472.0,1699.0,2015,acs,acs,acs
49011125502,51518.0,5591.0,1634.0,2016,acs,acs,acs
49011125502,51317.0,5719.0,1630.0,2017,acs,acs,acs
49011125502,54816.0,5630.0,1588.0,2018,acs,acs,acs
49011125502,64886.0,5679.0,1621.0,2019,acs,acs,acs
49011125502,72348.0,5640.0,1601.0,2020,acs,acs,acs
49011125502,83322.0,5642.0,1606.0,2021,acs,acs,acs
49011125502,91313.0,5382.0,1655.0,2022,acs,acs,acs
49011125502,94073.0,5551.0,1747.0,2023,acs,acs,acs
49011125502,98265.0,5885.0,1884.0,2024,acs,acs,acs
49011125503,67098.0,4143.0,1163.0,2009,acs,acs,acs
49011125503,75646.0,3910.0,1183.0,2010,acs,acs,acs
49011125503,75708.0,4460.0,1261.0,2011,acs,acs,acs
49011125503,69871.0,4662.0,1304.0,2012,acs,acs,acs
49011125503,67447.0,4663.0,1304.0,2013,acs,acs,acs
