blkgrp2,blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
4.90211E+11,"""490211104003""","""Cedar City, UT""",1,975,256,79.02,55,67,46,26,32,21,29,34,24,8.88,28.76,2.01,2,2,20389,19373,20467,0,0,0,15268,14221,15331,11995,11110,12047,3265,3103,3277,8,8,7,9,10,8,5.9,2.8,3.7,3.24,5046,80,6915,84,6,267,702,1116,1375,862,50,50
4.90211E+11,"""490211106002""","""Cedar City, UT""",1,870,410,180.77,44,52,36,18,23,15,25,29,21,6.07,13.76,1.72,2,2,17934,17035,17871,0,0,0,13183,12147,13294,10304,9410,10426,2872,2728,2861,8,8,7,10,10,8,6.5,2.8,3.39,2.27,4367,56,6834,84,11,127,906,789,953,728,39,61
4.90211E+11,"""490211107021""","""Cedar City, UT""",1,1600,539,99417.34,62,74,51,26,33,22,36,41,29,13.16,0.07,2.26,2,2,31326,30579,30394,0,0,0,18520,17198,18505,13498,12294,13633,5016,4898,4866,7,6,6,8,8,7,0.1,0.9,0.35,0.01,923,87,871,86,473,3,4433,1137,1181,641,93,7
4.90211E+11,"""490211107012""","""Cedar City, UT""",1,3952,1292,1080.45,65,79,54,34,42,28,31,37,26,10.17,12.16,2.09,2,2,23845,23696,23027,0,0,0,16310,15194,16257,12483,11389,12562,3818,3795,3687,9,9,8,12,12,11,3.4,1.5,1.85,1.2,4337,87,4615,86,18,99,1119,1450,1533,788,89,11
4.90211E+11,"""490211104004""","""Cedar City, UT""",1,1580,541,334.24,56,67,46,27,34,22,29,33,24,9.13,14.77,1.94,2,2,20524,19624,20426,0,0,0,14889,13802,14954,11594,10650,11676,3286,3143,3270,8,9,8,11,11,9,6.3,2.2,4.12,1.62,4224,60,5235,85,10,157,913,1175,1415,641,70,30
4.90211E+11,"""490211101001""","""Cedar City, UT""",1,645,231,210564.09,61,73,50,25,31,20,37,42,30,13.77,0.02,2.28,2,2,33051,32113,32106,0,0,0,18915,17570,18895,13618,12423,13750,5292,5143,5141,5,5,4,6,6,5,0.1,0.3,0.46,0,521,94,413,88,596,3,5136,1064,1095,950,82,18
4.90211E+11,"""490211102002""","""Cedar City, UT""",1,1571,494,1517.36,60,72,50,26,32,21,34,40,28,11.44,3.73,2.27,2,2,26481,25495,26232,0,0,0,17852,16644,17866,13606,12555,13660,4240,4084,4200,6,5,5,7,7,6,2.2,0.7,0.82,0.33,2021,85,1897,87,47,40,1713,1107,1146,907,85,15
4.90211E+11,"""490211106001""","""Cedar City, UT""",1,956,429,133.68,38,45,31,13,16,10,25,29,21,5.84,18.73,1.68,2,2,18206,17269,18217,0,0,0,12987,11999,13119,10063,9224,10194,2915,2766,2917,9,9,8,11,12,9,8.1,2.7,4.01,3.21,5023,27,7313,84,8,154,748,542,,650,38,62
4.90211E+11,"""490211104001""","""Cedar City, UT""",1,1088,432,260.58,41,49,34,16,20,13,25,29,21,6.49,10.76,1.67,2,2,18735,18369,18227,0,1,0,13007,12036,13059,9997,9084,10132,3000,2942,2918,10,10,8,12,13,10,6.5,2.7,3.94,1.66,5659,57,7527,84,9,157,829,704,895,637,40,60
4.90211E+11,"""490211106004""","""Cedar City, UT""",1,825,341,126.49,51,61,42,26,32,21,25,29,21,,,1.69,2,2,17446,16573,17367,0,0,0,12914,11884,13025,10112,9221,10237,2793,2654,2781,8,9,7,10,11,9,7.1,2.8,4.77,2.7,4463,52,6611,84,8,198,769,1118,1788,711,44,56
4.90211E+11,"""490211105001""","""Cedar City, UT""",1,1839,541,396.57,52,62,43,27,33,22,25,29,21,7.83,10.69,1.7,2,2,17302,16519,17059,0,0,0,12925,11853,13027,10146,9199,10289,2770,2646,2731,8,9,7,10,11,9,7.1,2.4,3.93,1.36,3113,45,3633,84,10,178,925,1150,1560,647,62,38
4.90211E+11,"""490211102004""","""Cedar City, UT""",1,1978,472,1481.52,60,72,49,25,32,21,34,40,28,12.03,3.83,2.28,2,2,26073,25054,25906,0,0,0,17830,16669,17836,13650,12652,13684,4175,4013,4148,5,5,5,6,6,6,3.2,0.7,1.34,0.32,1866,84,1702,87,24,43,1239,1090,1069,1259,90,10
4.90211E+11,"""490211105004""","""Cedar City, UT""",1,1708,630,326.69,47,56,39,19,24,16,28,32,23,7.76,14.96,1.88,2,2,19770,18858,19748,0,0,0,14445,13413,14528,11270,10382,11358,3166,3020,3162,9,10,8,12,12,10,6,3.1,3.73,1.93,5362,59,7090,83,13,129,985,826,977,724,47,53
4.90211E+11,"""490211107011""","""Cedar City, UT""",1,2611,938,6345.43,55,66,46,25,31,20,31,36,25,9.78,1.45,2.02,2,2,23496,22554,23283,0,0,0,15878,14750,15951,12109,11131,12217,3762,3612,3728,7,7,6,8,8,8,3.7,1.3,1.55,0.15,2738,50,3793,86,70,24,1911,1067,1212,866,61,39
4.90211E+11,"""490211105002""","""Cedar City, UT""",1,1959,677,30179.06,60,72,50,28,35,23,32,37,26,10.68,0.24,2.05,2,2,25777,25004,25089,0,0,0,16395,15147,16441,12261,11136,12418,4127,4005,4017,7,7,6,9,8,8,1.5,1.1,1.21,0.02,1420,57,2685,86,299,6,2791,1224,1448,650,75,25
4.90211E+11,"""490211104002""","""Cedar City, UT""",1,833,237,73.75,47,57,39,19,23,15,29,33,24,9.07,29.16,1.89,2,2,21925,21629,21388,0,0,0,14816,13858,14827,11296,10383,11393,3511,3464,3425,10,10,9,12,13,11,6.9,2.7,3.68,3.21,5366,50,7304,84,11,182,1062,810,994,625,59,41
4.90211E+11,"""490211103002""","""Cedar City, UT""",1,1567,636,362939.87,60,72,50,24,30,20,36,42,30,11.39,0.02,2.31,2,2,30789,29586,30118,0,0,0,18758,17282,18799,13824,12539,13973,4930,4739,4822,4,4,4,5,5,5,0.3,0,0.15,0,953,81,938,91,407,3,4014,1040,1132,871,72,28
4.90211E+11,"""490211107022""","""Cedar City, UT""",1,4174,1416,8870.23,63,76,52,30,38,25,33,38,27,11.06,1.77,2.18,2,2,25369,24466,25035,0,0,0,17110,15870,17147,13041,11944,13132,4062,3919,4008,7,7,7,9,9,8,2.1,0.8,2.12,0.16,2649,78,3422,87,72,18,1986,1306,1397,917,82,18
4.90211E+11,"""490211107013""","""Cedar City, UT""",1,1413,408,122.01,43,51,35,18,22,15,25,29,21,7.53,25.19,1.63,2,2,19844,19317,19566,0,0,0,12939,12069,13060,9753,8965,9919,3177,3094,3133,9,10,8,12,12,10,8.6,2.5,4.09,3.34,5703,10,6933,84,14,189,1087,771,,834,11,89
4.90211E+11,"""490211102003""","""Cedar City, UT""",1,3458,812,245559.99,69,83,57,29,37,24,40,47,33,17.56,0.06,2.46,2,2,36751,35731,36062,0,0,0,20612,19288,20571,14723,13560,14793,5884,5723,5774,5,5,5,6,6,6,0,0.1,0.91,0,1110,97,566,89,657,2,5079,1273,1240,1596,91,9
4.90211E+11,"""490211101004""","""Cedar City, UT""",1,305,146,329426.44,55,66,46,22,27,18,33,39,28,10.59,0,2.1,2,2,29702,29134,28553,0,0,0,17343,16019,17385,12580,11345,12806,4756,4666,4572,8,7,7,10,9,9,2,1.2,0.19,0,439,31,934,86,792,2,5437,948,1131,598,98,2
4.90211E+11,"""490211106003""","""Cedar City, UT""",1,3894,1326,83991.27,52,63,43,22,27,18,31,36,25,10.88,0.17,1.93,2,2,27093,26221,26546,0,0,0,15905,14764,15954,11560,10558,11698,4338,4200,4250,7,7,6,8,8,8,1.1,1.5,2.31,0.02,1811,54,1472,86,491,3,4366,930,997,864,55,45
4.90211E+11,"""490211101002""","""Cedar City, UT""",1,1712,617,18353.16,56,67,46,23,28,19,33,39,28,10.7,0.36,2.18,2,2,27027,26079,26465,0,0,0,17345,16041,17394,13013,11859,13152,4327,4177,4237,5,5,5,6,6,6,2.2,0.3,1.05,0.03,972,67,726,88,118,10,2456,973,1000,871,85,15
4.90211E+11,"""490211102001""","""Cedar City, UT""",1,1194,431,12004.82,64,77,53,30,37,24,34,40,28,11.3,0.41,2.23,2,2,27017,26104,26530,0,0,0,17645,16393,17668,13313,12207,13415,4326,4181,4248,5,5,5,7,6,6,2,0.6,0.67,0.04,1149,76,1026,87,92,16,2001,1279,1356,749,88,12
4.90211E+11,"""490211105003""","""Cedar City, UT""",1,4461,1598,449.67,49,58,40,22,28,18,27,31,22,7.52,26.73,1.79,2,2,19020,18070,18999,0,0,0,13746,12714,13853,10693,9812,10804,3045,2894,3042,8,8,7,9,10,8,7.3,2.6,4.87,3.55,4185,48,4989,84,9,172,922,950,944,954,45,55
4.90211E+11,"""490211103001""","""Cedar City, UT""",1,2529,655,693523.4,67,80,55,30,37,24,37,43,31,16,0.02,2.3,2,2,34096,33406,33175,0,0,0,19248,17997,19211,13782,12640,13893,5459,5351,5312,6,6,6,8,7,7,0,0.9,0.6,0,936,86,1414,86,744,2,5068,1278,1302,,99,1
4.90211E+11,"""490211101003""","""Cedar City, UT""",1,1516,510,1925.94,57,68,47,26,32,21,31,36,26,9.35,2.48,2.07,2,2,22794,21754,22418,0,0,0,16022,14716,16085,12368,11227,12492,3650,3484,3589,4,4,4,5,5,4,2.7,0.1,1.26,0.26,846,98,726,89,22,49,1144,1121,1166,957,82,18
4.9044E+11,"""490439641021""","""Heber, UT""",1,673,239,170340.89,40,49,57,17,22,26,23,28,31,14.42,0.02,2.51,2,2,35355,34904,33019,0,0,0,21440,21086,19544,15777,15496,14257,5663,5591,5287,0,0,0,52,51,42,0,0.8,0.07,0,831,100,1040,87,564,2,5397,1375,1480,,94,6
4.9044E+11,"""490439643041""","""Heber, UT""",1,1578,652,1890.2,43,53,62,23,29,35,19,24,26,10,3.45,2.28,2,2,25565,25187,23789,1,1,1,18400,17999,16513,14305,13964,12704,4095,4034,3809,0,0,0,103,101,90,1.2,3.3,0.94,0.34,3585,94,4988,83,82,26,2566,1848,2156,,86,14
4.9044E+11,"""490439643074""","""Heber, UT""",1,2400,662,1236.15,56,70,83,37,46,56,20,24,27,11.48,6.15,2.33,2,2,25612,25458,24440,1,1,1,18727,18401,17045,14624,14323,13131,4102,4078,3913,0,0,0,132,130,119,1.8,3.4,1.12,0.54,2940,99,4509,83,43,39,1954,2907,2817,3501,88,12
4.9044E+11,"""490439641012""","""Heber, UT""",1,948,321,28717.95,36,44,51,15,19,23,21,26,29,12.69,0.14,2.38,2,2,30942,30442,28668,0,0,0,19900,19503,17980,14943,14627,13389,4956,4876,4590,0,0,0,56,56,49,0.3,1.3,0.86,0.01,1385,91,1714,86,271,5,3672,1184,1292,825,79,21
4.9044E+11,"""490439643044""","""Heber, UT""",1,793,336,146.18,44,54,63,28,35,42,16,19,21,7.72,17.74,1.89,2,2,20125,19902,18813,1,1,1,15094,14699,13440,11870,11511,10427,3224,3188,3012,0,0,0,171,175,168,7.8,3.4,8.56,2.3,3514,34,4916,83,9,185,933,2188,2278,1735,86,14
4.9044E+11,"""490439642012""","""Heber, UT""",1,1271,372,2487.2,36,45,52,17,21,25,20,24,27,11.39,1.7,2.3,2,2,26593,26146,24618,0,0,0,18685,18297,16855,14425,14109,12913,4260,4188,3942,0,0,0,76,76,70,2.5,1,1.92,0.15,1288,78,2270,86,52,29,1886,1311,1493,843,75,25
4.9044E+11,"""490439643082""","""Heber, UT""",1,702,286,1023.78,37,45,53,21,26,32,16,19,21,,,1.89,2,2,18604,18300,17203,2,2,2,14830,14420,13145,11849,11488,10390,2980,2931,2754,1,1,1,370,379,370,4,6,0.64,0.28,3552,55,8523,80,43,41,1808,1677,2848,523,61,39
4.9044E+11,"""490439641023""","""Heber, UT""",1,1234,280,1906.41,41,51,60,20,25,30,22,27,30,14.15,2.08,2.5,2,2,30411,29789,28099,0,0,0,20587,20289,18912,15716,15518,14413,4871,4771,4499,0,0,0,38,38,32,2,0.6,0.83,0.15,1182,94,1601,87,48,24,1849,1552,1523,1732,87,13
4.9044E+11,"""490439644022""","""Heber, UT""",1,918,332,905.35,27,34,39,11,14,16,16,20,22,7.84,2.88,1.98,2,2,19182,18902,17935,2,2,2,15510,15153,13950,12436,12124,11077,3072,3028,2872,1,1,1,433,431,412,6.8,5.8,4.52,0.37,3286,27,9427,80,34,63,1520,862,,1946,89,11
4.9044E+11,"""490439642021""","""Heber, UT""",1,1179,358,25168.09,38,47,54,17,21,25,21,26,29,13.19,0.19,2.39,2,2,31644,31141,29424,0,0,0,20096,19745,18302,15027,14757,13591,5069,4988,4711,0,0,0,52,51,43,0.5,1.3,0.95,0.01,1153,87,1534,86,252,7,2697,1316,1388,1095,81,19
4.9044E+11,"""490439643062""","""Heber, UT""",1,1227,506,7110.96,45,56,66,27,33,40,18,23,25,9.58,0.68,2.17,2,2,24371,24066,22846,1,1,1,17518,17133,15774,13614,13278,12115,3904,3855,3658,0,0,0,206,204,193,2.7,3.3,4.29,0.07,2605,64,4207,83,70,23,2035,2119,2378,1492,75,25
4.9044E+11,"""490439642011""","""Heber, UT""",1,862,375,19198.11,41,50,58,19,24,29,21,26,29,11.37,0.22,2.43,2,2,30478,29993,28187,0,0,0,20127,19678,18042,15245,14874,13529,4882,4804,4513,0,0,0,58,56,49,0.5,1,0.23,0.02,1117,93,1265,86,179,10,2396,1534,1636,1125,90,10
4.9044E+11,"""490439643052""","""Heber, UT""",1,694,335,2810.92,32,39,46,16,20,25,15,19,21,6.97,0.83,1.83,2,2,20171,19851,18722,3,3,2,14686,14301,13129,11454,11121,10130,3231,3180,2998,1,1,1,453,458,444,5.6,4.3,0.3,0.12,3680,16,7233,82,187,20,3550,1291,1364,1263,50,50
4.9044E+11,"""490439643053""","""Heber, UT""",1,835,319,762.74,53,65,77,36,45,54,17,20,23,8.08,3.38,2.04,2,2,19844,19565,18461,2,2,2,15952,15526,14153,12773,12392,11196,3179,3134,2956,1,1,1,321,325,312,5,4.5,1.64,0.42,3918,52,8855,81,28,70,1360,2852,2987,2429,87,13
4.9044E+11,"""490439643081""","""Heber, UT""",1,843,319,3628.6,51,63,74,33,41,50,18,22,24,8.99,0.79,2.18,2,2,21963,21708,20532,2,2,2,17219,16765,15251,13701,13287,11963,3518,3477,3287,1,1,1,359,359,343,2.3,4.7,0.58,0.09,3336,78,5559,81,58,22,1527,2612,2688,,98,2
4.9044E+11,"""490439644023""","""Heber, UT""",1,222,135,2774.17,48,59,69,31,38,46,17,21,23,,,2.12,2,2,19493,19293,17962,1,1,1,16421,15907,14304,13298,12817,11428,3122,3090,2876,0,0,0,217,220,213,2.9,3.5,0.24,0.05,2154,64,4677,83,62,23,1984,2428,2643,,98,2
4.9044E+11,"""490439641011""","""Heber, UT""",1,1344,402,194387.18,37,46,53,16,20,24,21,26,29,13.68,0.03,2.36,2,2,32595,32056,30219,0,0,0,20058,19692,18238,14837,14557,13400,5221,5135,4839,0,0,0,47,47,40,0.4,0.7,0.69,0,971,77,1545,87,434,3,4929,1254,1426,977,74,26
4.9044E+11,"""490439643072""","""Heber, UT""",1,1611,564,342.29,53,66,78,36,45,55,17,21,24,8.95,14.74,2.09,2,2,21183,20912,19844,1,1,1,16537,16149,14800,13143,12799,11623,3393,3350,3177,0,0,0,195,197,188,4.6,4.1,2.34,1.65,3786,86,7394,82,9,173,861,2854,2942,2182,90,10
4.9044E+11,"""490439642031""","""Heber, UT""",1,146,48,174225.23,23,28,31,0,0,0,23,28,31,14.33,0,2.57,3,2,36362,35896,33889,0,0,0,21975,21480,19681,16151,15730,14255,5824,5750,5426,0,0,0,56,54,47,0,0.6,0.11,0,588,100,825,87,467,4,3589,0,,,100,0
4.9044E+11,"""490439644021""","""Heber, UT""",1,430,173,2205.03,24,30,34,7,8,10,18,22,24,8.48,0.67,2.11,2,2,21699,21326,20207,2,2,2,16738,16367,15082,13262,12951,11846,3476,3416,3235,1,1,1,289,285,271,6.8,3.5,1.43,0.08,2203,26,10625,83,38,55,1567,528,,1450,97,3
4.9044E+11,"""490439642013""","""Heber, UT""",1,2110,645,23441.46,43,53,62,22,27,33,21,26,29,12.92,0.36,2.42,2,2,30209,29893,28407,1,1,1,20016,19638,18118,15177,14849,13570,4839,4788,4548,0,0,0,101,99,90,0.3,1.7,0.94,0.03,1718,97,2364,85,209,8,3142,1739,1839,1146,87,13
4.9044E+11,"""490439643042""","""Heber, UT""",1,1488,537,893.51,52,64,75,33,41,49,19,23,26,10.07,6.05,2.23,2,2,24417,24254,23213,1,1,1,17882,17527,16177,13970,13642,12460,3911,3885,3717,0,0,0,164,162,150,3.5,3.4,2.01,0.6,3708,66,4961,83,36,50,1693,2588,2866,,91,9
4.9044E+11,"""490439644011""","""Heber, UT""",1,818,321,3792.96,58,72,85,41,51,62,17,21,23,8.19,0.69,2.08,2,2,20458,20193,18922,2,2,2,16344,15861,14358,13067,12626,11328,3277,3234,3030,1,1,1,318,319,309,4,3.6,0.97,0.08,2694,40,6466,83,88,17,1951,3242,3531,2125,93,7
4.9044E+11,"""490439643051""","""Heber, UT""",1,541,245,5587.79,47,58,68,30,38,46,17,20,22,7.54,0.33,2.03,2,2,20582,20386,19138,2,2,2,16006,15534,14090,12709,12268,11025,3297,3265,3064,1,1,1,381,381,363,6,4,0.82,0.04,2620,13,5703,82,186,10,1892,2390,2605,1434,98,2
4.9044E+11,"""490439641022""","""Heber, UT""",1,1590,466,46754.85,46,57,66,25,31,37,21,26,29,12.63,0.13,2.44,2,2,29522,29343,27968,1,1,1,20028,19579,17942,15299,14879,13464,4729,4700,4478,0,0,0,126,125,116,0.4,1.8,0.15,0.01,1633,98,3387,85,162,7,3036,1955,2047,,98,2
4.9044E+11,"""490439642022""","""Heber, UT""",1,1966,711,29177.58,39,48,56,18,23,27,21,26,29,12.39,0.3,2.4,2,2,30986,30457,28691,0,0,0,20016,19606,18057,15053,14727,13463,4963,4878,4594,0,0,0,56,56,49,0.3,1.1,0.69,0.02,1607,94,1757,86,223,7,2931,1430,1588,929,78,22
4.9044E+11,"""490439643032""","""Heber, UT""",1,1541,502,1918.78,66,83,98,47,59,71,19,24,27,10.97,2.87,2.29,2,2,25699,25577,24466,1,1,1,18492,18110,16666,14375,14012,12748,4116,4097,3917,0,0,0,153,152,141,1.9,3.1,1.05,0.26,2954,79,4334,83,77,20,2444,3722,3808,2760,93,7
4.9044E+11,"""490439643073""","""Heber, UT""",1,871,243,1404.59,70,88,104,51,63,76,20,24,27,11.5,1.99,2.36,2,2,25636,25508,24504,1,1,1,18892,18542,17117,14786,14456,13193,4106,4086,3923,0,0,0,184,180,166,1.3,4,0.83,0.17,3737,98,6960,82,67,20,2238,4001,4001,,100,0
4.9044E+11,"""490439644024""","""Heber, UT""",1,2472,617,213.83,39,48,57,21,27,32,17,21,25,9.26,26.72,2.11,2,2,20513,20119,19205,2,2,2,16527,16330,15415,13240,13107,12339,3286,3223,3075,1,1,1,413,410,386,8,6,4.1,2.89,3829,25,9570,80,11,157,1042,1679,1849,1572,66,34
4.9044E+11,"""490439643071""","""Heber, UT""",1,427,239,334.99,43,54,63,29,36,43,15,18,20,6.02,4.3,1.75,2,2,17915,17581,16472,2,2,2,13862,13452,12280,10992,10636,9642,2870,2816,2637,1,1,1,363,372,365,8.7,3.8,3.44,0.71,3753,5,7127,82,18,92,1003,2270,2422,2119,72,28
4.9044E+11,"""490439643043""","""Heber, UT""",1,1267,420,2677.71,49,61,72,32,40,48,17,21,24,,,2.04,2,2,23283,23068,21963,1,1,1,16563,16197,14923,12833,12502,11406,3729,3695,3517,0,0,0,244,242,227,2.5,4.2,5.71,0.16,3703,51,6716,82,149,15,2459,2531,3520,1174,65,35
4.9044E+11,"""490439643061""","""Heber, UT""",1,2023,775,11312.26,46,57,66,26,32,39,20,25,27,11.02,0.75,2.36,2,2,27479,27335,26126,1,1,1,19209,18802,17269,14808,14424,13085,4402,4378,4183,0,0,0,117,116,106,1.2,2.5,0.18,0.07,2394,98,3160,84,70,20,2407,2028,2019,2121,94,6
4.9044E+11,"""490439643083""","""Heber, UT""",1,1886,695,685.23,54,67,79,37,46,55,17,21,23,8.44,8.56,2.07,2,2,20498,20292,19329,2,2,2,16257,15888,14584,12973,12637,11489,3283,3250,3095,1,1,1,296,296,282,3.9,6.5,1.37,1.01,3840,72,8799,79,23,90,1421,2905,2880,3048,91,9
4.9044E+11,"""490439644012""","""Heber, UT""",1,789,311,3966.9,39,49,57,22,27,33,18,22,24,8.13,0.64,2.12,2,2,22053,21710,20591,2,2,2,16840,16455,15133,13307,12977,11836,3532,3477,3297,1,1,1,314,310,296,5.2,3.9,3.68,0.08,2563,35,10090,82,60,22,1612,1713,2155,1361,91,9
4.9044E+11,"""490439642032""","""Heber, UT""",1,9,5,418333.46,23,28,30,0,0,0,23,28,30,,,2.67,3,2,33018,32594,29578,0,0,0,22034,21336,19049,16745,16115,14313,5289,5221,4736,0,0,0,58,60,54,0,0.2,0.27,0,315,95,447,88,756,3,4249,0,,,100,0
4.9044E+11,"""490439643031""","""Heber, UT""",1,1395,474,6298.82,54,67,78,33,42,50,21,25,28,11.73,0.88,2.39,2,2,28084,28028,26825,1,1,1,19478,19064,17495,14979,14574,13200,4498,4489,4295,0,0,0,159,155,143,0.5,2.8,1,0.08,2791,87,4034,84,210,9,3416,2638,2707,,98,2
4.9052E+11,"""490519604002""","""Heber, UT""",1,3235,1157,6606.82,43,53,61,23,29,35,19,24,26,10.59,1.85,2.27,2,2,25938,25512,24105,1,1,0,18407,18017,16576,14252,13931,12716,4155,4086,3860,0,0,0,4,4,3,2.3,2.6,1.27,0.18,3339,75,4538,84,63,22,1961,1833,1847,1750,87,13
4.90519E+11,"""490519405002""","""Heber, UT""",1,1163,293,73619.46,42,52,60,20,25,30,22,27,31,15.31,0.06,2.5,2,2,33588,33191,31572,0,0,0,21069,20761,19312,15689,15445,14257,5380,5316,5055,0,0,0,3,3,2,0,1.5,0.34,0,1560,97,2209,86,515,2,4098,1554,1594,869,95,5
4.9052E+11,"""490519601001""","""Heber, UT""",1,2467,810,2150.26,32,40,46,15,18,22,18,21,24,8.93,3.36,2.06,2,2,23667,23140,21741,0,0,0,16688,16320,15047,12897,12614,11565,3791,3707,3481,0,0,0,3,3,3,4,2.9,3.22,0.38,3324,62,4601,84,32,27,1186,1159,1413,858,56,44
4.9052E+11,"""490519601002""","""Heber, UT""",1,2317,626,926.87,40,49,57,20,25,30,20,24,27,11.2,7.57,2.3,2,2,25747,25186,23850,0,0,0,18567,18266,16993,14443,14231,13174,4124,4034,3819,0,0,0,3,3,3,4,2.6,1.9,0.68,3948,82,6386,84,14,82,906,1586,1633,1455,76,24
4.90519E+11,"""490519405001""","""Heber, UT""",1,2867,1201,595190.77,46,57,66,25,31,38,21,25,28,12.64,0.03,2.31,2,2,32532,32420,31047,1,1,1,19735,19334,17809,14524,14141,12838,5211,5193,4971,0,0,0,6,6,5,0.2,2.2,1.7,0,1762,71,1584,85,595,3,5373,1992,2291,1346,88,12
4.9052E+11,"""490519602001""","""Heber, UT""",1,3694,1038,989.59,39,48,56,20,25,31,19,23,25,10.38,10.89,2.18,2,2,24418,23841,22456,0,0,0,17618,17271,15974,13706,13452,12378,3911,3819,3596,0,0,0,3,3,2,4,2.6,2.03,1.05,3731,82,5913,84,15,97,899,1599,1691,1442,64,36
4.90519E+11,"""490519405003""","""Heber, UT""",1,4210,1107,2655.06,41,50,59,21,27,32,19,24,27,11.34,4.73,2.25,2,2,26186,25642,24221,0,0,0,18330,17988,16663,14136,13880,12785,4194,4107,3878,0,0,0,3,3,3,2.8,2.3,3.36,0.42,3314,76,4455,84,40,30,1632,1689,1912,1229,69,31
4.9052E+11,"""490519604001""","""Heber, UT""",1,3367,1319,59040.27,46,57,66,27,33,40,20,24,26,10.34,0.23,2.29,2,2,26371,26011,24549,1,1,1,18616,18145,16544,14392,13979,12614,4224,4166,3931,0,0,0,9,9,8,1.1,2.2,0.74,0.02,3099,78,3734,85,167,9,2722,2098,1972,2421,84,16
4.9052E+11,"""490519602002""","""Heber, UT""",1,4012,1163,1232.66,39,48,57,20,25,30,19,23,26,10.84,10.23,2.26,2,2,24948,24425,23085,0,0,0,18149,17819,16499,14153,13906,12802,3996,3912,3696,0,0,0,3,3,3,3.5,3,2.07,0.94,3354,94,4649,84,12,86,954,1585,1669,1250,80,20
4.90519E+11,"""490519405004""","""Heber, UT""",1,4376,1165,10081.37,51,63,74,30,38,45,21,26,29,13.7,1.58,2.41,2,2,30186,29674,28112,0,0,0,19976,19618,18170,15140,14865,13669,4835,4753,4501,0,0,0,3,3,2,1,1.5,0.66,0.12,2414,86,2416,86,133,17,2713,2375,2616,1368,83,17
4.9005E+11,"""490050009002""","""Logan, UT-ID""",1,935,290,115.93,46,56,43,20,25,19,27,31,24,8.36,20.9,2.06,2,2,20405,20108,19465,1,1,1,15588,14454,15190,12321,11233,12074,3267,3221,3117,0,0,0,22,22,20,4.8,3.4,3.23,2.5,11922,79,20455,83,12,152,975,972,1021,861,76,24
4.9005E+11,"""490050001013""","""Logan, UT-ID""",1,1291,431,10635.72,57,68,52,24,30,23,33,38,30,12.71,0.52,2.37,2,2,31098,30567,29311,0,0,0,19184,17827,18631,14204,12932,13938,4979,4896,4693,0,0,0,6,6,6,1.4,0,0.88,0.04,1021,80,1103,90,133,7,2297,1186,1296,670,85,15
4.9005E+11,"""490050012012""","""Logan, UT-ID""",1,2004,527,667.37,58,70,54,29,36,27,29,34,27,11.24,8.87,2.23,2,2,24809,24465,23681,1,1,1,17296,16098,16824,13323,12180,13033,3972,3918,3792,0,0,0,12,12,11,2.7,2,1.33,0.79,4384,100,5188,85,18,96,1172,1422,1449,,98,2
4.9005E+11,"""490050014021""","""Logan, UT-ID""",1,947,251,1750.7,53,63,49,22,28,21,30,35,28,11.28,1.62,2.28,2,2,26331,25633,25157,0,0,0,17876,16665,17422,13660,12560,13394,4216,4106,4028,0,0,0,7,7,6,2.4,0.4,1.21,0.14,2543,89,4103,87,34,27,1525,1092,1344,,81,19
4.9005E+11,"""490050011011""","""Logan, UT-ID""",1,2717,913,630.84,51,62,47,26,32,24,26,30,23,7.99,11.57,2.01,2,2,19088,18417,18309,2,2,2,15082,13904,14713,12026,10955,11782,3056,2950,2932,0,0,0,40,41,38,5.6,2.7,3.63,1.45,9375,62,15535,84,14,95,1048,1255,1356,1006,71,29
4.9005E+11,"""490050012021""","""Logan, UT-ID""",1,2280,566,3498.35,58,70,54,26,33,24,32,38,29,12.93,2.09,2.41,2,2,28315,27867,27146,1,1,1,18937,17713,18482,14403,13249,14135,4534,4463,4347,0,0,0,12,12,11,1.1,1.2,0.69,0.16,3170,100,4184,86,73,20,2089,1276,1400,,92,8
4.9005E+11,"""490050011022""","""Logan, UT-ID""",1,1868,674,339.18,51,61,47,26,33,24,25,28,23,7.25,14.4,1.94,2,2,18211,17525,17468,3,3,2,14535,13389,14190,11619,10582,11393,2916,2807,2797,0,0,0,44,46,42,6.2,3.1,2.01,1.99,10951,58,18304,83,12,106,1073,1279,1390,1136,60,40
