blkgrp2,blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
4.90351E+11,"""490351130102""","""Salt Lake City, UT""",1,2133,745,402.63,48,59,56,28,35,34,20,24,22,7.63,14.12,1.94,2,2,18307,18150,17495,3,3,2,15161,14165,13875,12152,11181,11001,2932,2906,2801,76,77,73,151,155,145,3.9,6.6,1.5,1.85,20586,72,35275,79,25,116,1362,1756,2045,1163,67,33
4.90351E+11,"""490351138022""","""Salt Lake City, UT""",1,1563,454,100.37,39,47,44,18,22,21,21,25,23,8.04,36.36,2.02,2,2,19195,18917,18341,4,4,4,15862,14803,14470,12669,11652,11417,3075,3029,2937,118,122,116,237,244,233,5.5,5.8,4.34,4.52,25722,96,24181,80,5,306,661,1106,1134,950,85,15
4.90351E+11,"""490351130072""","""Salt Lake City, UT""",1,2388,685,296.61,53,64,61,29,36,35,24,28,26,10.2,23.55,2.2,2,2,23454,23431,22782,5,5,5,17728,16724,16371,13821,12830,12590,3757,3752,3648,150,143,134,300,285,268,3.3,5.6,2.38,2.31,18074,91,20986,80,19,197,1209,1809,1809,,100,0
4.90351E+11,"""490351135101""","""Salt Lake City, UT""",1,1413,507,136.84,42,51,48,22,27,26,20,24,22,7.29,27,1.96,2,2,17791,17581,17020,6,6,5,15290,14273,13997,12280,11297,11116,2850,2815,2725,161,162,156,321,323,311,7.6,6.4,4.85,3.71,29004,48,44759,79,7,267,938,1348,1317,1703,92,8
4.90351E+11,"""490351042004""","""Salt Lake City, UT""",1,1542,537,184.14,56,69,65,36,45,43,20,23,22,7.34,21.42,1.92,2,2,17506,17346,16771,4,4,4,14960,13977,13710,12043,11084,10913,2804,2777,2685,114,116,112,227,233,223,5.3,8.2,3.42,2.92,20879,75,30502,77,11,163,920,2269,2680,957,77,23
4.90351E+11,"""490351126113""","""Salt Lake City, UT""",1,1245,437,151.85,48,59,56,27,33,32,22,26,24,8.16,23.48,2.09,2,2,19785,19872,19206,2,2,2,16325,15371,15050,13091,12123,11914,3169,3182,3075,65,66,61,130,131,122,5.5,7.9,3.76,2.88,26911,94,38794,77,5,257,639,1656,1649,1692,86,14
4.90351E+11,"""490351036001""","""Salt Lake City, UT""",1,1350,443,116.52,56,69,65,36,44,42,21,24,23,7.32,27.83,2.02,2,2,17135,16981,16512,8,8,8,15636,14645,14361,12657,11696,11493,2745,2719,2644,234,230,224,468,460,448,5.4,8.6,4.55,3.8,28878,89,48836,76,7,182,802,2214,2341,1622,84,16
4.90351E+11,"""490351105001""","""Salt Lake City, UT""",1,1906,671,238.38,49,60,57,29,36,34,20,24,22,7.48,21.05,1.96,2,2,18188,18050,17429,3,4,3,15324,14290,13984,12311,11298,11096,2913,2890,2791,100,102,98,199,204,196,4.6,7.4,3.12,2.81,19876,94,26500,78,7,215,885,1803,1888,1058,90,10
4.90351E+11,"""490351131011""","""Salt Lake City, UT""",1,1369,329,152.17,53,65,62,27,34,32,26,31,29,11.08,23.96,2.45,2,2,24470,23987,23558,4,4,3,19428,18516,18240,15392,14565,14369,3919,3841,3772,117,110,100,234,220,199,3.8,5.9,3.08,2.16,19106,100,23586,80,9,210,1001,1702,1812,,94,6
4.90351E+11,"""490351125024""","""Salt Lake City, UT""",1,952,191,99.56,38,47,44,22,28,27,16,19,18,6.34,12.16,1.52,1,1,14311,14043,13603,6,6,6,12002,11190,11098,9534,8756,8742,2292,2248,2178,175,186,178,351,373,356,9.3,8.5,3.17,1.92,29508,0,49779,76,10,134,767,1400,,1537,26,74
4.90351E+11,"""490351135351""","""Salt Lake City, UT""",1,8267,2071,1638.87,53,64,61,28,35,33,25,29,28,10.88,13.75,2.36,2,2,24153,23985,23365,2,2,2,18736,17662,17346,14806,13761,13547,3869,3840,3741,61,60,58,123,121,115,2.5,4.4,3.17,1.26,17387,99,16164,82,22,87,1142,1734,1730,1789,94,6
4.90351E+11,"""490351135342""","""Salt Lake City, UT""",1,3115,862,315.43,51,62,59,27,34,32,24,29,27,10.06,27.49,2.3,2,2,22556,22160,21664,3,3,3,18165,17112,16818,14460,13472,13261,3613,3548,3469,92,92,88,183,183,176,4,4.4,3.68,2.73,19671,99,16831,82,9,186,842,1688,1651,1865,83,17
4.90351E+11,"""490351110011""","""Salt Lake City, UT""",1,1110,357,289.52,55,67,64,34,43,41,21,25,23,8.12,10.01,2.05,2,2,18928,18776,18107,2,2,2,15940,14862,14528,12838,11784,11560,3032,3006,2899,70,72,68,141,144,137,3.6,6.2,2.15,1.23,17366,100,30355,79,10,165,1039,2126,2321,,92,8
4.90351E+11,"""490351135263""","""Salt Lake City, UT""",1,1238,272,143.25,48,58,55,22,28,27,25,30,28,10.35,19.65,2.42,2,2,22927,22650,22158,3,3,3,18945,17909,17617,15185,14197,13987,3672,3627,3548,87,86,83,175,172,165,3.7,4.5,3.1,1.9,19848,100,18096,81,10,183,909,1403,1403,,100,0
4.90351E+11,"""490351130171""","""Salt Lake City, UT""",1,1171,279,150.07,48,59,55,25,32,30,23,27,25,10,18.59,2.17,2,2,21899,21789,21126,2,2,2,17154,16122,15808,13589,12577,12372,3508,3489,3382,57,57,54,115,114,108,3.3,5.7,2.45,1.86,15345,100,22405,80,13,149,1181,1588,1698,,94,6
4.90351E+11,"""490351129051""","""Salt Lake City, UT""",1,1949,615,152.49,46,55,52,23,29,28,22,26,24,8.44,34.05,2.12,2,2,19817,19717,19071,3,3,3,16590,15510,15160,13331,12267,12024,3174,3157,3054,85,86,82,169,172,164,4.5,6.3,3.63,4.03,26749,97,33296,79,8,269,836,1465,1498,778,96,4
4.90351E+11,"""490351129052""","""Salt Lake City, UT""",1,972,279,168.34,45,55,52,23,29,28,22,26,24,8.6,14.25,2.13,2,2,19470,19358,18707,3,3,3,16549,15460,15105,13341,12270,12023,3119,3100,2995,89,91,86,179,182,172,3.6,6.5,2.26,1.66,26386,97,32631,79,12,179,1075,1457,1582,,92,8
4.90351E+11,"""490351135271""","""Salt Lake City, UT""",1,2164,521,110.24,43,52,49,20,25,23,23,27,25,9.39,44.39,2.19,2,2,21243,20925,20383,4,4,4,17224,16167,15854,13713,12708,12486,3403,3350,3264,108,109,104,217,217,209,4.6,4.8,4.32,4.73,21069,91,18780,81,10,192,943,1223,1362,,90,10
4.90351E+11,"""490351130081""","""Salt Lake City, UT""",1,1349,354,160.1,57,70,66,32,41,39,25,29,27,10.65,23.54,2.35,2,2,23210,22841,22275,2,2,2,18492,17519,17190,14721,13810,13577,3718,3657,3567,53,52,46,106,103,93,3,6.4,2.15,2.21,20593,100,29259,79,16,168,1436,2026,2026,,100,0
4.90351E+11,"""490351138013""","""Salt Lake City, UT""",1,988,244,78.35,40,48,46,17,22,21,23,27,25,9.3,28.97,2.18,2,2,20689,20459,19887,4,4,3,17067,15992,15657,13650,12612,12373,3314,3276,3184,103,104,100,206,209,199,4.3,5.4,3.99,3.11,23888,100,22309,80,8,204,849,1087,1163,,94,6
4.90351E+11,"""490351130083""","""Salt Lake City, UT""",1,1938,532,335.6,52,63,60,28,35,34,24,28,26,10.03,15.9,2.25,2,2,22142,21756,21187,3,3,3,17724,16728,16400,14093,13163,12934,3547,3483,3392,84,82,73,168,163,147,2.9,6.3,1.64,1.59,19871,100,26523,79,17,105,1296,1766,1913,,92,8
4.90351E+11,"""490351103006""","""Salt Lake City, UT""",1,1073,434,118.33,43,52,49,23,29,27,21,24,22,6.55,24.03,2,2,2,16543,16429,15838,5,5,5,15353,14302,13970,12560,11525,11292,2650,2630,2536,143,147,142,286,293,285,4.8,8.4,4.27,3.67,31857,96,47620,76,8,222,865,1427,1489,,96,4
4.90351E+11,"""490351129043""","""Salt Lake City, UT""",1,1120,337,88.5,43,51,49,21,27,25,21,25,23,7.91,30.12,2.05,2,2,18875,18647,18066,3,3,3,15971,14928,14617,12855,11847,11634,3023,2986,2893,93,96,91,186,192,181,4.3,6.5,4.3,3.81,24751,100,28545,79,8,195,876,1325,1224,1552,72,28
4.90351E+11,"""490351130161""","""Salt Lake City, UT""",1,3241,856,1307.21,57,70,66,34,43,41,23,27,26,10.28,6.73,2.19,2,2,22859,22739,22080,2,2,2,17474,16450,16165,13752,12750,12573,3662,3641,3535,60,59,56,121,119,113,3.2,5.4,2.03,0.65,12559,77,17816,80,28,50,1392,2125,2189,,97,3
4.90351E+11,"""490351126091""","""Salt Lake City, UT""",1,2093,724,465.97,60,73,69,38,47,45,22,26,24,8.49,13.19,2.09,2,2,20173,19991,19317,3,3,2,16443,15382,15032,13136,12105,11867,3231,3201,3093,76,76,72,152,152,144,3.4,5.7,1.83,1.55,16222,100,19203,80,11,143,954,2341,2374,,99,1
4.90351E+11,"""490351101042""","""Salt Lake City, UT""",1,929,408,14301.48,73,89,84,48,60,57,25,29,27,10.77,0.31,2.28,2,2,27882,27512,26441,1,1,1,18786,17645,17243,14299,13219,12991,4466,4405,4234,21,20,18,41,41,36,0,3.3,1.26,0.03,4144,100,6574,83,397,5,3470,2975,3438,,88,12
4.90351E+11,"""490351128102""","""Salt Lake City, UT""",1,8065,2027,4101.5,54,65,62,31,38,36,23,27,25,10.93,5.4,2.13,2,2,23558,23005,22349,1,1,1,17186,16159,15886,13388,12451,12285,3774,3683,3578,25,25,22,49,49,44,3.5,3.1,3.18,0.49,9384,63,16102,83,39,35,1990,1907,2086,1393,75,25
4.90351E+11,"""490351131052""","""Salt Lake City, UT""",1,5079,1284,12819.61,57,70,66,31,39,37,26,31,29,13.36,1.34,2.41,2,2,28956,28457,27617,1,1,1,19792,18688,18348,15136,14115,13911,4638,4556,4422,18,17,15,35,33,30,0.8,2.2,1.14,0.1,4682,87,6195,85,142,8,2537,1922,1997,,97,3
4.90351E+11,"""490351128212""","""Salt Lake City, UT""",1,3912,1027,1970.91,67,82,78,43,54,52,24,28,26,11.23,5.85,2.23,2,2,23963,23504,22801,1,1,1,17890,16818,16489,14024,13028,12814,3838,3763,3651,28,27,25,56,55,49,2.4,3.9,1.71,0.52,8761,91,12192,82,31,57,1362,2697,2734,2137,94,6
4.90351E+11,"""490351128201""","""Salt Lake City, UT""",1,4985,1638,2321.25,52,63,60,30,38,36,22,25,24,9.49,6.7,2.01,2,2,22041,21560,20940,1,1,1,16155,15195,14960,12594,11713,11580,3531,3452,3353,30,30,27,61,61,54,4.9,4.7,4.17,0.71,10069,49,19833,81,34,46,1579,1881,2079,1415,71,29
4.90351E+11,"""490351128171""","""Salt Lake City, UT""",1,4367,1292,2404.43,49,60,57,27,34,32,22,26,25,9.24,4.96,2.11,2,2,21224,20949,20432,4,4,3,16757,15736,15487,13250,12277,12114,3400,3354,3271,108,105,102,216,210,203,3.2,6,3.55,0.54,13661,75,41805,80,30,53,1545,1690,1860,1243,74,26
4.90351E+11,"""490351101032""","""Salt Lake City, UT""",1,922,376,20393.81,56,68,64,31,38,37,25,30,28,10.85,0.2,2.3,2,2,27754,27715,26628,2,1,1,18935,17737,17335,14445,13256,13030,4446,4438,4264,44,44,42,89,87,84,0.1,3.5,2.1,0.02,4164,100,6752,83,329,5,3242,1915,1995,,97,3
4.90351E+11,"""490351131051""","""Salt Lake City, UT""",1,894,336,23971.08,42,51,48,18,22,21,25,29,27,11.48,0.16,2.22,2,2,28201,27638,26762,1,0,0,18462,17400,17100,13931,12961,12802,4517,4425,4285,15,14,13,29,29,26,1,2.2,3.09,0.01,3849,71,5046,85,233,4,2734,1111,1120,1086,74,26
4.90351E+11,"""490351128221""","""Salt Lake City, UT""",1,3062,1047,376.74,45,55,52,26,33,31,19,22,21,7.29,20.26,1.78,2,2,17582,17375,16907,7,7,6,14170,13236,13009,11161,10262,10118,2816,2782,2707,193,191,184,386,383,369,7.3,7.8,9.08,2.78,20211,40,44605,77,13,156,1081,1638,1846,1299,64,36
4.90351E+11,"""490351128192""","""Salt Lake City, UT""",1,5474,1449,742.45,66,80,76,43,54,51,23,27,25,9.62,18.77,2.16,2,2,21139,20916,20363,4,4,4,17037,16013,15693,13537,12555,12328,3386,3349,3260,114,109,105,228,219,209,3.3,6.2,1.87,1.95,14277,100,32914,79,12,148,933,2678,2695,2188,97,3
4.90351E+11,"""490351103004""","""Salt Lake City, UT""",1,932,323,78.5,44,53,51,25,31,30,19,22,21,6.69,27.55,1.85,2,2,16119,15914,15397,4,5,4,14315,13355,13113,11607,10675,10520,2582,2548,2465,126,133,127,253,265,254,6.5,8.4,4.24,4.11,29104,69,40984,76,8,294,836,1554,1733,1342,54,46
4.90351E+11,"""490351017001""","""Salt Lake City, UT""",1,1765,897,86.59,32,39,37,18,22,21,14,17,16,3.92,40.61,1.36,1,1,10985,10759,10431,14,14,14,10697,9965,9864,8541,7836,7798,1760,1723,1670,396,406,396,791,812,792,9,9,14.99,10.36,33070,8,69960,73,11,229,845,1110,1610,998,24,76
4.90351E+11,"""490351016001""","""Salt Lake City, UT""",1,1106,562,43.81,33,40,38,19,24,23,14,16,15,3.35,42.98,1.33,1,1,10535,10293,9909,10,11,10,10357,9579,9424,8371,7616,7532,1687,1648,1587,299,315,306,598,630,611,8.8,9,15.82,12.83,30880,23,65241,74,6,190,692,1213,1950,1030,23,77
4.90351E+11,"""490351012004""","""Salt Lake City, UT""",1,759,496,60.31,35,42,40,20,25,24,15,17,16,4.13,33.98,1.41,1,1,12459,12290,11827,10,11,10,11125,10334,10163,8823,8055,7968,1996,1968,1894,306,312,302,612,624,604,9.1,9,16.02,8.22,31690,13,66533,74,4,244,510,1236,1552,898,60,40
4.90351E+11,"""490351011012""","""Salt Lake City, UT""",1,860,536,60.55,31,37,35,17,21,20,14,16,15,3.71,32.81,1.33,1,1,11272,11025,10682,11,11,11,10467,9715,9563,8344,7621,7535,1806,1765,1710,317,330,318,635,659,637,8.9,9,12.29,8.85,32968,18,74495,74,4,275,511,1055,1716,923,21,79
4.90351E+11,"""490351008003""","""Salt Lake City, UT""",1,970,489,69.6,25,31,29,13,16,15,13,15,14,3.51,24.65,1.23,1,1,10208,9948,9616,9,10,9,9598,8866,8737,7695,6991,6922,1635,1593,1540,267,282,276,535,564,552,8.9,8.9,15.79,7.03,30187,9,99644,74,12,147,884,788,,830,13,87
4.90351E+11,"""490351108004""","""Salt Lake City, UT""",1,1637,646,250.3,39,47,44,22,27,26,17,19,18,5.2,13.42,1.61,2,2,13509,13396,12875,5,6,5,12402,11522,11342,10084,9215,9124,2164,2145,2061,154,162,156,308,324,312,7.4,9,5.48,2.58,30577,25,64552,74,31,153,1285,1369,1819,972,48,52
4.90351E+11,"""490351101021""","""Salt Lake City, UT""",1,1275,371,13719.1,68,83,79,43,54,52,25,29,27,10.86,0.29,2.25,2,2,26011,25801,24915,1,1,1,18353,17244,16924,14152,13079,12903,4166,4131,3989,34,34,32,69,67,64,1.9,2.5,1.41,0.03,3978,57,7807,84,185,7,2169,2711,3033,438,94,6
4.90351E+11,"""490351048001""","""Salt Lake City, UT""",1,858,293,111.21,46,56,53,27,33,32,19,22,21,6.77,17.83,1.87,2,2,16222,16137,15501,3,3,3,14412,13434,13123,11718,10751,10547,2598,2584,2482,96,99,93,191,199,186,4.3,8.4,3.03,2.63,29311,89,40899,76,12,236,882,1667,1708,1621,65,35
4.90351E+11,"""490351047003""","""Salt Lake City, UT""",1,1324,647,189.36,43,52,49,24,30,29,19,22,20,5.86,20.01,1.79,2,2,15492,15265,14823,10,10,10,14011,13046,12781,11240,10311,10123,2481,2444,2373,289,290,285,578,580,569,7.3,8.3,5.87,3.42,33719,52,53192,76,8,176,727,1499,1659,1176,69,31
4.90351E+11,"""490351135262""","""Salt Lake City, UT""",1,2100,460,126.01,46,56,53,23,29,27,23,27,26,9.4,34.31,2.22,2,2,20966,20593,20100,3,4,3,17389,16326,16045,13929,12926,12728,3358,3297,3218,101,103,98,203,206,197,4.3,4.6,3.45,3.65,20348,98,17986,81,8,249,776,1428,1438,1397,76,24
4.90351E+11,"""490351129132""","""Salt Lake City, UT""",1,2643,724,322.16,46,56,53,24,30,28,23,26,25,8.71,19.57,2.16,2,2,19803,19614,19066,6,6,6,16901,15807,15471,13556,12496,12254,3172,3140,3053,173,170,164,346,339,328,3.2,6.3,2.69,2.25,24655,97,31317,79,16,167,1219,1489,1497,1427,90,10
4.90351E+11,"""490351129172""","""Salt Lake City, UT""",1,2353,686,270.59,45,55,52,23,29,28,22,26,24,8.35,21.17,2.1,2,2,19318,18991,18569,7,7,7,16488,15406,15100,13190,12164,11931,3094,3041,2973,203,201,197,407,403,393,3.4,6.5,3.71,2.54,23375,98,32111,79,14,168,1096,1447,1377,1627,72,28
4.90351E+11,"""490351135372""","""Salt Lake City, UT""",1,2112,561,161.23,44,54,51,21,27,26,23,27,25,8.78,30.55,2.22,2,2,19994,19788,19247,3,3,3,17216,16159,15852,13921,12897,12681,3203,3168,3082,92,93,89,183,186,178,4.5,6.3,3.4,3.48,27556,93,35746,79,9,195,1043,1339,1440,886,83,17
4.90351E+11,"""490351110022""","""Salt Lake City, UT""",1,1769,912,214.65,40,49,46,23,29,27,17,20,19,5.39,22.89,1.66,2,2,14955,14659,14150,4,5,5,12967,12032,11834,10441,9545,9435,2396,2347,2266,131,140,134,261,279,268,7.6,7.6,15.01,4.25,23526,39,38890,78,10,230,1006,1428,1934,1132,41,59
4.90351E+11,"""490351148002""","""Salt Lake City, UT""",1,883,319,123.11,76,93,88,54,68,65,22,26,24,7.55,19.57,2.12,2,2,18531,18536,17859,3,3,2,16365,15360,15038,13321,12317,12107,2968,2968,2859,75,75,71,151,150,143,3.6,8.2,2.44,2.59,20373,97,39267,77,12,130,1187,3380,3489,,97,3
4.90351E+11,"""490351131013""","""Salt Lake City, UT""",1,3009,881,260.73,41,49,46,20,25,24,21,24,23,8.11,27.39,1.97,2,2,19292,19041,18589,7,7,6,15628,14635,14373,12339,11391,11209,3090,3049,2976,199,195,188,397,389,375,6.8,6.5,4.22,3.38,20945,60,28895,79,7,213,833,1236,1316,886,82,18
4.90351E+11,"""490351126121""","""Salt Lake City, UT""",1,3106,939,407.99,46,55,52,25,31,30,21,24,23,7.97,18.35,1.97,2,2,18410,18173,17665,4,4,4,15443,14493,14261,12386,11473,11328,2949,2910,2828,108,110,104,215,219,209,6.5,7.4,4.74,2.3,25546,54,37693,78,13,157,983,1554,1458,1695,60,40
4.90351E+11,"""490351129042""","""Salt Lake City, UT""",1,3407,976,270.95,45,54,51,24,29,28,21,25,23,8.23,29.64,2.02,2,2,18812,18575,17998,4,4,4,15802,14745,14433,12672,11651,11437,3013,2974,2882,117,120,115,233,240,230,5.6,6.4,6.63,3.6,25748,80,28757,79,8,198,956,1470,1565,988,84,16
4.90351E+11,"""490351131022""","""Salt Lake City, UT""",1,1769,525,440.28,47,57,54,25,31,30,22,26,24,8.61,10.26,2.09,2,2,20130,19903,19402,7,6,6,16560,15471,15133,13145,12099,11845,3224,3187,3107,190,186,181,381,372,362,3.6,6.4,2.37,1.19,20636,100,27537,79,10,130,941,1557,1575,,99,1
4.90351E+11,"""490351113042""","""Salt Lake City, UT""",1,2224,817,324.67,50,61,58,29,37,35,21,24,23,8,20.13,1.96,2,2,19452,19243,18591,2,2,2,15479,14456,14166,12301,11310,11129,3116,3081,2977,62,64,60,124,128,120,5.1,5.2,2.97,2.52,16047,78,20557,81,10,209,911,1835,2118,1120,74,26
4.90351E+11,"""490351135281""","""Salt Lake City, UT""",1,2247,578,116.43,46,56,53,23,28,27,24,28,26,10.37,51.49,2.25,2,2,23337,23189,22582,2,2,2,17925,16915,16601,14124,13140,12927,3738,3713,3616,63,62,58,125,124,117,4.9,4.8,4.7,4.96,20473,100,18463,81,6,240,698,1405,1498,,94,6
4.90351E+11,"""490351136003""","""Salt Lake City, UT""",1,1353,467,101.14,41,50,47,20,25,24,21,25,23,7.67,35.42,2.05,2,2,19070,18802,18232,4,4,4,16032,14965,14628,12855,11829,11589,3055,3010,2919,122,125,120,244,251,240,5,6.1,4.15,4.62,26338,100,26140,80,6,266,767,1242,1193,1535,86,14
4.90351E+11,"""490351139044""","""Salt Lake City, UT""",1,2350,770,159.4,41,50,47,20,25,24,21,25,23,8.42,40.65,1.99,2,2,20457,20046,19463,2,2,2,15841,14810,14553,12505,11540,11380,3277,3210,3116,60,61,58,119,122,115,6.5,3.3,7.18,4.83,12031,65,12126,83,8,241,830,1249,1244,1261,72,28
4.90351E+11,"""490351139041""","""Salt Lake City, UT""",1,892,262,120.59,43,52,49,20,24,23,24,28,26,9.34,20.3,2.26,2,2,22010,21587,21053,2,2,2,17765,16687,16394,14169,13160,12955,3526,3456,3371,71,71,68,141,142,136,3.4,3.5,2.87,2.17,14237,97,14826,83,13,223,917,1216,1176,1371,79,21
4.90351E+11,"""490351135331""","""Salt Lake City, UT""",1,2364,809,327.06,47,57,54,25,32,30,22,25,24,7.85,19.42,2.07,2,2,18773,18657,18052,4,4,4,16127,15083,14768,12994,11970,11757,3007,2987,2890,126,126,121,252,251,241,5.7,7.3,3.16,2.47,26989,74,42599,78,9,200,956,1572,1579,1400,96,4
4.90351E+11,"""490351139061""","""Salt Lake City, UT""",1,2256,751,39161.97,38,46,43,16,20,19,22,26,24,9.61,0.18,2.03,2,2,23689,23344,22458,1,1,1,16568,15453,15165,12738,11678,11534,3794,3738,3596,36,37,35,72,74,71,1.8,2.6,4.2,0.02,4363,62,13807,84,167,4,4876,1008,1173,823,54,46
4.90351E+11,"""490351145002""","""Salt Lake City, UT""",1,1022,281,84.55,45,54,51,22,27,26,23,27,25,8.98,29.85,2.21,2,2,20490,20250,19696,2,2,2,17186,16141,15869,13854,12848,12668,3282,3242,3154,49,51,48,99,102,96,4.7,5.5,3.5,3.32,19579,100,39870,80,6,318,736,1367,1339,1421,68,32
4.90351E+11,"""490351138023""","""Salt Lake City, UT""",1,1260,287,176.84,36,44,41,16,20,19,20,24,22,8.33,13.52,1.92,2,2,18616,18269,17760,5,5,5,15180,14169,13927,12051,11092,10937,2982,2925,2844,147,152,146,294,304,292,7.7,5.4,4.71,1.62,24174,33,22854,80,11,185,1090,1009,1092,836,70,30
4.90351E+11,"""490351139072""","""Salt Lake City, UT""",1,1103,321,150.55,43,52,49,19,24,23,23,27,26,9.36,19.95,2.21,2,2,22078,21633,21070,1,1,1,17425,16371,16113,13846,12864,12699,3536,3464,3374,43,44,41,86,87,82,3.8,2.9,3.1,2.13,8717,89,9663,84,14,221,1081,1212,1086,1438,68,32
4.90351E+11,"""490351143002""","""Salt Lake City, UT""",1,2652,1108,1483.02,40,49,46,21,26,25,19,22,21,6.94,5.18,1.81,2,2,17865,17629,17032,4,5,4,14322,13328,13099,11330,10370,10243,2862,2823,2727,131,135,129,262,270,258,8,6.1,7.25,0.75,21803,15,25317,80,23,58,1133,1311,1212,1515,73,27
4.90351E+11,"""490351138014""","""Salt Lake City, UT""",1,1032,265,74.66,46,56,53,23,29,27,23,27,26,9.2,32.66,2.23,2,2,21012,20651,20167,3,3,3,17483,16431,16157,14025,13031,12839,3366,3306,3229,92,93,89,183,187,178,4.5,4.9,3.92,3.55,21503,100,20358,81,7,283,752,1433,1502,1269,71,29
4.90351E+11,"""490351137011""","""Salt Lake City, UT""",1,1770,511,111.82,45,55,52,22,28,26,23,27,26,9.23,42.18,2.21,2,2,21282,21101,20540,3,3,3,17375,16347,16031,13877,12879,12657,3409,3379,3289,89,90,85,178,179,171,4.7,6.1,4.06,4.57,25859,100,24293,80,7,246,816,1373,1337,1597,86,14
4.90351E+11,"""490351137021""","""Salt Lake City, UT""",1,1152,367,130.81,39,47,45,18,22,21,21,25,23,7.79,21.87,2.04,2,2,19020,18727,18180,4,4,4,15999,14944,14627,12830,11819,11595,3047,2998,2911,122,126,120,245,252,241,4.9,6.1,4.17,2.81,26436,93,25059,80,7,201,846,1122,1177,962,77,24
4.90351E+11,"""490351135332""","""Salt Lake City, UT""",1,1093,320,271.49,50,61,57,28,35,33,22,26,24,8.32,9.81,2.16,2,2,19021,18836,18213,4,4,4,16712,15577,15210,13555,12449,12186,3047,3016,2916,110,112,108,220,224,216,2.7,6.4,1.79,1.18,27274,100,35189,79,21,163,1407,1732,1898,,91,9
4.90351E+11,"""490351135273""","""Salt Lake City, UT""",1,1426,465,78.87,44,53,50,22,27,26,22,26,25,8.98,52.95,2.12,2,2,21144,20919,20370,3,3,3,16793,15785,15507,13318,12346,12161,3387,3349,3262,88,89,85,176,179,169,6.3,5.6,5.11,5.9,23396,77,21830,80,7,300,773,1346,1375,1218,81,19
4.90351E+11,"""490351139062""","""Salt Lake City, UT""",1,1162,393,167.3,42,50,48,20,24,23,22,26,24,8.52,20.02,2.07,2,2,21133,20614,20118,2,2,2,16448,15451,15258,13014,12100,11989,3385,3301,3221,49,50,47,98,100,95,6.1,3.1,3.72,2.35,9620,62,10493,83,10,203,773,1219,1164,1267,49,51
4.90351E+11,"""490351135362""","""Salt Lake City, UT""",1,1654,443,131.67,37,45,42,17,21,20,20,24,22,7.59,25.53,1.95,2,2,17427,17081,16695,4,5,4,15139,14222,14109,12220,11354,11310,2791,2735,2673,127,133,126,255,265,252,8.4,6.2,6.23,3.36,27185,13,32026,79,16,180,1495,1045,1320,984,27,73
4.90351E+11,"""490351135092""","""Salt Lake City, UT""",1,3527,1095,310.15,42,50,48,22,28,26,20,23,21,6.69,23.61,1.9,2,2,15881,15611,15151,6,7,6,14657,13670,13463,11924,10979,10850,2544,2500,2426,189,192,187,379,383,373,7.3,7.2,6.14,3.53,28133,41,57003,78,14,194,1170,1373,1504,1166,61,39
4.90351E+11,"""490351135134""","""Salt Lake City, UT""",1,2340,766,224.04,40,48,45,20,25,24,20,23,22,7,23.95,1.9,2,2,17041,16719,16241,4,4,4,14775,13797,13589,11924,10994,10867,2730,2677,2600,121,126,121,242,253,241,7.3,6.6,14.13,3.42,27497,46,37653,79,11,160,1063,1242,1588,953,46,54
4.90351E+11,"""490351134103""","""Salt Lake City, UT""",1,1357,373,160.97,43,51,48,21,26,25,22,25,24,8.22,19.05,2.1,2,2,18870,18649,18061,3,3,3,16295,15212,14883,13177,12128,11897,3023,2986,2892,96,98,93,191,196,187,4,6.1,3.3,2.32,25415,98,32095,80,9,231,930,1298,1248,1491,81,19
4.90351E+11,"""490351133063""","""Salt Lake City, UT""",1,1313,504,122.16,38,46,43,20,25,24,18,21,19,5.86,24.18,1.69,2,2,14914,14539,14170,8,8,8,13249,12329,12153,10623,9758,9649,2389,2328,2269,237,243,234,474,486,469,8.3,6.4,15.34,4.13,27813,24,51190,79,9,288,1049,1250,1700,1123,32,68
4.90351E+11,"""490351135052""","""Salt Lake City, UT""",1,2026,641,201.6,42,51,48,22,27,26,20,24,22,7.53,23.96,1.95,2,2,17977,17709,17142,4,5,4,15245,14196,13895,12237,11228,11023,2879,2835,2745,128,133,127,257,265,254,6.3,6.1,3.71,3.18,26579,63,28917,80,11,193,968,1370,1518,876,77,23
